"country","year","gender","age","rank_permanent_inc","nobs_res_1yr_log_chg_by_skill","p9050_res_1yr_log_chg_by_skill","p5010_res_1yr_log_chg_by_skill","p9010_res_1yr_log_chg_by_skill"
"AUS",2015,"All genders","25-34",85,38410,0.20555529,0.34998938,0.55554467
"AUS",2015,"All genders","25-34",87.5,38411,0.21014398,0.3702496,0.58039355
"AUS",2015,"All genders","25-34",90,38410,0.21598351,0.38590321,0.60188675
"AUS",2015,"All genders","25-34",92.5,38410,0.22251239,0.39867708,0.62118948
"AUS",2015,"All genders","25-34",95,38411,0.2324616,0.40546599,0.63792759
"AUS",2015,"All genders","25-34",97.5,38410,0.24523871,0.4509393,0.69617802
"AUS",2015,"All genders","25-34",99,23046,0.25979859,0.47850728,0.73830593
"AUS",2015,"All genders","25-34",99.9,13828,0.28229728,0.5709818,0.85327911
"AUS",2015,"All genders","25-34",100,1536,0.37502521,0.66142035,1.0364456
"AUS",2015,"All genders","25-55",2.5,112423,0.77031529,0.4362281,1.2065434
"AUS",2015,"All genders","25-55",5,112422,0.63309008,0.43287718,1.0659673
"AUS",2015,"All genders","25-55",7.5,112423,0.56344551,0.40789598,0.97134149
"AUS",2015,"All genders","25-55",10,112422,0.50407118,0.37749121,0.88156235
"AUS",2015,"All genders","25-55",12.5,112423,0.45264554,0.3531422,0.80578768
"AUS",2015,"All genders","25-55",15,112422,0.42114031,0.3319892,0.75312948
"AUS",2015,"All genders","25-55",17.5,112422,0.38553521,0.3143687,0.69990391
"AUS",2015,"All genders","25-55",20,112423,0.35907078,0.30661801,0.66568881
"AUS",2015,"All genders","25-55",22.5,112424,0.34447429,0.30154601,0.64602029
"AUS",2015,"All genders","25-55",25,112421,0.3227872,0.29392421,0.61671138
"AUS",2015,"All genders","25-55",27.5,112422,0.30798322,0.28217381,0.59015703
"AUS",2015,"All genders","25-55",30,112423,0.29269511,0.2790024,0.57169747
"AUS",2015,"All genders","25-55",32.5,112422,0.27858511,0.27800262,0.5565877
"AUS",2015,"All genders","25-55",35,112422,0.27268341,0.2685115,0.54119492
"AUS",2015,"All genders","25-55",37.5,112423,0.2590532,0.2659401,0.5249933
"AUS",2015,"All genders","25-55",40,112422,0.25379151,0.2601459,0.51393741
"AUS",2015,"All genders","25-55",42.5,112423,0.2460404,0.25543249,0.50147289
"AUS",2015,"All genders","25-55",45,112422,0.24133861,0.25641721,0.49775583
"AUS",2015,"All genders","25-55",47.5,112423,0.23666899,0.2550762,0.49174517
"AUS",2015,"All genders","25-55",50,112422,0.2316826,0.24986929,0.48155189
"AUS",2015,"All genders","25-55",52.5,112422,0.2251927,0.25359029,0.47878301
"AUS",2015,"All genders","25-55",55,112423,0.21895619,0.2573992,0.47635537
"AUS",2015,"All genders","25-55",57.5,112422,0.21737099,0.25083461,0.4682056
"AUS",2015,"All genders","25-55",60,112423,0.21425569,0.25570011,0.4699558
"AUS",2015,"All genders","25-55",62.5,112422,0.210794,0.2527267,0.46352071
"AUS",2015,"All genders","25-55",65,112423,0.21087839,0.25478232,0.46566069
"AUS",2015,"All genders","25-55",67.5,112422,0.20767531,0.2572709,0.46494621
"AUS",2015,"All genders","25-55",70,112422,0.2048824,0.2568596,0.46174198
"AUS",2015,"All genders","25-55",72.5,112423,0.20055279,0.25792322,0.45847601
"AUS",2015,"All genders","25-55",75,112422,0.2046691,0.26906329,0.47373241
"AUS",2015,"All genders","25-55",77.5,112423,0.2008734,0.2743465,0.47521991
"AUS",2015,"All genders","25-55",80,112422,0.19816969,0.27870059,0.4768703
"AUS",2015,"All genders","25-55",82.5,112423,0.1968562,0.28554469,0.48240089
"AUS",2015,"All genders","25-55",85,112422,0.1971195,0.29222491,0.48934442
"AUS",2015,"All genders","25-55",87.5,112422,0.19639751,0.29994559,0.49634314
"AUS",2015,"All genders","25-55",90,112423,0.1927702,0.29694629,0.4897165
"AUS",2015,"All genders","25-55",92.5,112422,0.1955255,0.30834821,0.50387371
"AUS",2015,"All genders","25-55",95,112423,0.20534571,0.33822551,0.54357123
"AUS",2015,"All genders","25-55",97.5,112422,0.22459631,0.36964989,0.59424621
"AUS",2015,"All genders","25-55",99,67454,0.2465997,0.41860899,0.6652087
"AUS",2015,"All genders","25-55",99.9,40472,0.2825844,0.42920038,0.71178478
"AUS",2015,"All genders","25-55",100,4496,0.3121551,0.3990272,0.7111823
"AUS",2015,"All genders","35-44",2.5,46206,0.74971652,0.4230265,1.1727431
"AUS",2015,"All genders","35-44",5,46205,0.60319048,0.40991691,1.0131074
"AUS",2015,"All genders","35-44",7.5,46205,0.53424609,0.40040499,0.93465114
"AUS",2015,"All genders","35-44",10,46205,0.47913972,0.36232048,0.84146023
"AUS",2015,"All genders","35-44",12.5,46205,0.43234542,0.34158662,0.77393204
"AUS",2015,"All genders","35-44",15,46205,0.39754772,0.31526631,0.71281397
"AUS",2015,"All genders","35-44",17.5,46205,0.3682766,0.29767472,0.66595131
"AUS",2015,"All genders","35-44",20,46205,0.33359018,0.28252131,0.61611152
"AUS",2015,"All genders","35-44",22.5,46205,0.32152441,0.2841962,0.60572064
"AUS",2015,"All genders","35-44",25,46205,0.30171889,0.27535611,0.577075
"AUS",2015,"All genders","35-44",27.5,46205,0.28781188,0.2583501,0.54616201
"AUS",2015,"All genders","35-44",30,46205,0.27288961,0.26198599,0.53487563
"AUS",2015,"All genders","35-44",32.5,46205,0.26294559,0.25136039,0.51430601
"AUS",2015,"All genders","35-44",35,46206,0.25135851,0.2486894,0.50004792
"AUS",2015,"All genders","35-44",37.5,46204,0.24553362,0.24792379,0.49345741
"AUS",2015,"All genders","35-44",40,46205,0.23866981,0.2380362,0.47670603
"AUS",2015,"All genders","35-44",42.5,46205,0.23049572,0.23227981,0.46277553
"AUS",2015,"All genders","35-44",45,46205,0.2296105,0.23029181,0.45990232
"AUS",2015,"All genders","35-44",47.5,46205,0.22470421,0.2329655,0.45766971
"AUS",2015,"All genders","35-44",50,46205,0.22039211,0.23119959,0.4515917
"AUS",2015,"All genders","35-44",52.5,46206,0.21286011,0.2286381,0.44149822
"AUS",2015,"All genders","35-44",55,46205,0.21173139,0.2281512,0.43988258
"AUS",2015,"All genders","35-44",57.5,46205,0.20904598,0.22810209,0.43714809
"AUS",2015,"All genders","35-44",60,46205,0.20192489,0.23031631,0.4322412
"AUS",2015,"All genders","35-44",62.5,46205,0.20331249,0.2314356,0.43474808
"AUS",2015,"All genders","35-44",65,46205,0.20152149,0.23477939,0.43630087
"AUS",2015,"All genders","35-44",67.5,46205,0.19787091,0.2329075,0.43077841
"AUS",2015,"All genders","35-44",70,46205,0.19728059,0.2393045,0.43658507
"AUS",2015,"All genders","35-44",72.5,46205,0.19441649,0.2421453,0.43656179
"AUS",2015,"All genders","35-44",75,46205,0.19857639,0.2494424,0.44801879
"AUS",2015,"All genders","35-44",77.5,46205,0.19746789,0.2580319,0.45549977
"AUS",2015,"All genders","35-44",80,46205,0.20106681,0.2653001,0.46636689
"AUS",2015,"All genders","35-44",82.5,46205,0.19702801,0.27737901,0.47440702
"AUS",2015,"All genders","35-44",85,46205,0.1995232,0.28372321,0.48324639
"AUS",2015,"All genders","35-44",87.5,46205,0.19434641,0.28820431,0.48255071
"AUS",2015,"All genders","35-44",90,46205,0.19021001,0.2846567,0.47486669
"AUS",2015,"All genders","35-44",92.5,46205,0.1968621,0.3084566,0.5053187
"AUS",2015,"All genders","35-44",95,46205,0.21091799,0.3303414,0.54125941
"AUS",2015,"All genders","35-44",97.5,46205,0.2390994,0.36803442,0.60713381
"AUS",2015,"All genders","35-44",99,27723,0.264983,0.39741048,0.66239345
"AUS",2015,"All genders","35-44",99.9,16634,0.30046111,0.42948371,0.72994483
"AUS",2015,"All genders","35-44",100,1848,0.3322227,0.43458951,0.76681221
"AUS",2015,"All genders","45-55",2.5,27807,0.68444669,0.35699379,1.0414405
"AUS",2015,"All genders","45-55",5,27807,0.5468933,0.36178273,0.90867603
"AUS",2015,"All genders","45-55",7.5,27807,0.46682692,0.32883939,0.79566634
"AUS",2015,"All genders","45-55",10,27807,0.3972564,0.3001686,0.69742501
"AUS",2015,"All genders","45-55",12.5,27807,0.3549619,0.27392679,0.62888873
"AUS",2015,"All genders","45-55",15,27807,0.31563228,0.2558299,0.57146221
"AUS",2015,"All genders","45-55",17.5,27807,0.29530039,0.24151289,0.53681326
"AUS",2015,"All genders","45-55",20,27807,0.26892242,0.2534909,0.52241331
"AUS",2015,"All genders","45-55",22.5,27807,0.256556,0.22697869,0.48353469
"AUS",2015,"All genders","45-55",25,27807,0.2399313,0.2171011,0.45703238
"AUS",2015,"All genders","45-55",27.5,27807,0.23639441,0.2212306,0.457625
"AUS",2015,"All genders","45-55",30,27807,0.22375551,0.21056288,0.43431842
"AUS",2015,"All genders","45-55",32.5,27807,0.21699131,0.20634249,0.42333379
"AUS",2015,"All genders","45-55",35,27807,0.20804492,0.2062501,0.41429502
"AUS",2015,"All genders","45-55",37.5,27807,0.20399299,0.2065257,0.41051871
"AUS",2015,"All genders","45-55",40,27807,0.18970731,0.19720599,0.3869133
"AUS",2015,"All genders","45-55",42.5,27807,0.1807798,0.1972899,0.3780697
"AUS",2015,"All genders","45-55",45,27807,0.18074319,0.19290751,0.3736507
"AUS",2015,"All genders","45-55",47.5,27807,0.17631689,0.19237471,0.36869159
"AUS",2015,"All genders","45-55",50,27807,0.1799805,0.1908198,0.37080032
"AUS",2015,"All genders","45-55",52.5,27807,0.17360981,0.1852093,0.3588191
"AUS",2015,"All genders","45-55",55,27807,0.170578,0.19397749,0.36455548
"AUS",2015,"All genders","45-55",57.5,27807,0.16294149,0.19107279,0.35401428
"AUS",2015,"All genders","45-55",60,27807,0.16076981,0.1859524,0.34672219
"AUS",2015,"All genders","45-55",62.5,27807,0.15625519,0.19177011,0.34802529
"AUS",2015,"All genders","45-55",65,27807,0.15933891,0.19036309,0.349702
"AUS",2015,"All genders","45-55",67.5,27807,0.15606171,0.19758031,0.35364199
"AUS",2015,"All genders","45-55",70,27807,0.15093319,0.2023561,0.35328931
"AUS",2015,"All genders","45-55",72.5,27807,0.1491285,0.19458909,0.34371758
"AUS",2015,"All genders","45-55",75,27807,0.15252681,0.20306529,0.3555921
"AUS",2015,"All genders","45-55",77.5,27807,0.1526286,0.19534241,0.34797102
"AUS",2015,"All genders","45-55",80,27807,0.1548918,0.20039099,0.35528278
"AUS",2015,"All genders","45-55",82.5,27807,0.1527786,0.2093941,0.36217269
"AUS",2015,"All genders","45-55",85,27807,0.14691621,0.2179772,0.36489341
"AUS",2015,"All genders","45-55",87.5,27807,0.1430971,0.2058109,0.34890801
"AUS",2015,"All genders","45-55",90,27807,0.1397493,0.2065921,0.3463414
"AUS",2015,"All genders","45-55",92.5,27807,0.15101549,0.23617491,0.3871904
"AUS",2015,"All genders","45-55",95,27807,0.1639328,0.2515291,0.4154619
"AUS",2015,"All genders","45-55",97.5,27807,0.197588,0.3025265,0.5001145
"AUS",2015,"All genders","45-55",99,16685,0.22596872,0.33817169,0.56414044
"AUS",2015,"All genders","45-55",99.9,10010,0.26613602,0.3795979,0.64573395
"AUS",2015,"All genders","45-55",100,1112,0.2541683,0.3165555,0.57072377
"AUS",2016,"All genders","25-34",2.5,39020,0.85153866,0.55793679,1.4094754
"AUS",2016,"All genders","25-34",5,39020,0.71472645,0.5273571,1.2420835
"AUS",2016,"All genders","25-34",7.5,39020,0.63992667,0.4954783,1.1354049
"AUS",2016,"All genders","25-34",10,39019,0.59773099,0.47935271,1.0770837
"AUS",2016,"All genders","25-34",12.5,39020,0.55174083,0.45215419,1.003895
"AUS",2016,"All genders","25-34",15,39020,0.5137341,0.44886521,0.96259928
"AUS",2016,"All genders","25-34",17.5,39020,0.48287356,0.42136002,0.90423357
"AUS",2016,"All genders","25-34",20,39019,0.43519849,0.40187383,0.83707225
"AUS",2016,"All genders","25-34",22.5,39020,0.41143578,0.39544261,0.80687839
"AUS",2016,"All genders","25-34",25,39020,0.40067542,0.37642509,0.7771005
"AUS",2016,"All genders","25-34",27.5,39021,0.38420123,0.36398429,0.74818552
"AUS",2016,"All genders","25-34",30,39018,0.36207691,0.35689929,0.7189762
"AUS",2016,"All genders","25-34",32.5,39020,0.32907981,0.34763211,0.67671192
"AUS",2016,"All genders","25-34",35,39020,0.3272852,0.33859271,0.66587794
"AUS",2016,"All genders","25-34",37.5,39020,0.31289721,0.32964611,0.64254332
"AUS",2016,"All genders","25-34",40,39019,0.30934909,0.32672322,0.63607228
"AUS",2016,"All genders","25-34",42.5,39020,0.29398191,0.32674339,0.62072527
"AUS",2016,"All genders","25-34",45,39021,0.2841081,0.3213734,0.60548151
"AUS",2016,"All genders","25-34",47.5,39019,0.27240351,0.31645519,0.58885872
"AUS",2016,"All genders","25-34",50,39019,0.26792869,0.32097942,0.58890808
"AUS",2016,"All genders","25-34",52.5,39020,0.26312989,0.31983298,0.58296287
"AUS",2016,"All genders","25-34",55,39020,0.25887591,0.30497751,0.56385338
"AUS",2016,"All genders","25-34",57.5,39020,0.24844858,0.31148171,0.55993032
"AUS",2016,"All genders","25-34",60,39019,0.2466899,0.31055921,0.55724907
"AUS",2016,"All genders","25-34",62.5,39020,0.2410474,0.30629089,0.54733831
"AUS",2016,"All genders","25-34",65,39020,0.24272239,0.3138473,0.5565697
"AUS",2016,"All genders","25-34",67.5,39020,0.23884079,0.31142589,0.55026668
"AUS",2016,"All genders","25-34",70,39019,0.24052541,0.30875179,0.54927719
"AUS",2016,"All genders","25-34",72.5,39020,0.2421317,0.3067821,0.54891378
"AUS",2016,"All genders","25-34",75,39020,0.2330898,0.30563059,0.53872043
"AUS",2016,"All genders","25-34",77.5,39020,0.23579147,0.3214249,0.55721641
"AUS",2016,"All genders","25-34",80,39019,0.225169,0.33466899,0.559838
"AUS",2016,"All genders","25-34",82.5,39020,0.21967751,0.3286317,0.54830921
"AUS",2016,"All genders","25-34",85,39020,0.21761128,0.33619902,0.5538103
"AUS",2016,"All genders","25-34",87.5,39020,0.21931151,0.3546969,0.57400841
"AUS",2016,"All genders","25-34",90,39019,0.2224375,0.3541083,0.57654583
"AUS",2016,"All genders","25-34",92.5,39020,0.2320963,0.37540781,0.60750413
"AUS",2016,"All genders","25-34",95,39020,0.23564291,0.3827337,0.61837661
"AUS",2016,"All genders","25-34",97.5,39020,0.24845901,0.40441948,0.65287852
"AUS",2016,"All genders","25-34",99,23412,0.26788461,0.44777578,0.71566039
"AUS",2016,"All genders","25-34",99.9,14047,0.29027471,0.53797895,0.82825363
"AUS",2016,"All genders","25-34",100,1560,0.3157295,0.68934768,1.0050771
"AUS",2016,"All genders","25-55",2.5,114404,0.789397,0.4404406,1.2298377
"AUS",2016,"All genders","25-55",5,114403,0.64006293,0.42239019,1.062453
"AUS",2016,"All genders","25-55",7.5,114403,0.56225479,0.38945287,0.95170772
"AUS",2016,"All genders","25-55",10,114403,0.50967097,0.36774918,0.87742019
"AUS",2016,"All genders","25-55",12.5,114403,0.46706012,0.34192288,0.80898297
"AUS",2016,"All genders","25-55",15,114403,0.42500001,0.31915531,0.74415535
"AUS",2016,"All genders","25-55",17.5,114403,0.3923896,0.31313461,0.70552421
"AUS",2016,"All genders","25-55",20,114403,0.37146068,0.29523909,0.66669977
"AUS",2016,"All genders","25-55",22.5,114404,0.34328163,0.2788412,0.62212282
"AUS",2016,"All genders","25-55",25,114403,0.3264358,0.27677211,0.60320795
"AUS",2016,"All genders","25-55",27.5,114403,0.31592941,0.26865309,0.58458251
"AUS",2016,"All genders","25-55",30,114403,0.3012749,0.25950781,0.56078267
"AUS",2016,"All genders","25-55",32.5,114403,0.29218188,0.2605522,0.55273408
"AUS",2016,"All genders","25-55",35,114403,0.2778689,0.25507939,0.53294832
"AUS",2016,"All genders","25-55",37.5,114403,0.27039248,0.25162581,0.52201831
"AUS",2016,"All genders","25-55",40,114403,0.2615642,0.2451936,0.5067578
"AUS",2016,"All genders","25-55",42.5,114404,0.25279981,0.24104659,0.49384642
"AUS",2016,"All genders","25-55",45,114403,0.24897349,0.24156021,0.49053371
"AUS",2016,"All genders","25-55",47.5,114403,0.2416949,0.2448442,0.48653907
"AUS",2016,"All genders","25-55",50,114403,0.23920679,0.2354618,0.47466859
"AUS",2016,"All genders","25-55",52.5,114403,0.2353819,0.23812599,0.47350788
"AUS",2016,"All genders","25-55",55,114403,0.22986019,0.2363399,0.46620008
"AUS",2016,"All genders","25-55",57.5,114403,0.22516499,0.23640791,0.46157289
"AUS",2016,"All genders","25-55",60,114403,0.2216398,0.2355572,0.45719701
"AUS",2016,"All genders","25-55",62.5,114404,0.2207244,0.23403129,0.45475572
"AUS",2016,"All genders","25-55",65,114403,0.21818408,0.2355419,0.45372599
"AUS",2016,"All genders","25-55",67.5,114403,0.21682531,0.23608309,0.4529084
"AUS",2016,"All genders","25-55",70,114403,0.21813099,0.2348457,0.4529767
"AUS",2016,"All genders","25-55",72.5,114403,0.21504679,0.23419081,0.44923759
"AUS",2016,"All genders","25-55",75,114403,0.21236399,0.24496201,0.45732599
"AUS",2016,"All genders","25-55",77.5,114403,0.2093358,0.25143149,0.46076733
"AUS",2016,"All genders","25-55",80,114403,0.2065614,0.26153269,0.46809411
"AUS",2016,"All genders","25-55",82.5,114404,0.20428988,0.26196361,0.46625349
"AUS",2016,"All genders","25-55",85,114403,0.20326589,0.2665239,0.4697898
"AUS",2016,"All genders","25-55",87.5,114403,0.20374089,0.27022821,0.4739691
"AUS",2016,"All genders","25-55",90,114403,0.2007494,0.2752713,0.47602069
"AUS",2016,"All genders","25-55",92.5,114403,0.20775038,0.29133451,0.49908489
"AUS",2016,"All genders","25-55",95,114403,0.21555638,0.30511859,0.52067494
"AUS",2016,"All genders","25-55",97.5,114403,0.23143481,0.34903812,0.58047295
"AUS",2016,"All genders","25-55",99,68642,0.24941909,0.40242159,0.65184069
"AUS",2016,"All genders","25-55",99.9,41185,0.2726472,0.4293133,0.7019605
"AUS",2016,"All genders","25-55",100,4576,0.25289178,0.4808282,0.73371994
"AUS",2016,"All genders","35-44",2.5,46779,0.75900251,0.43183208,1.1908346
"AUS",2016,"All genders","35-44",5,46778,0.60224849,0.40254903,1.0047975
"AUS",2016,"All genders","35-44",7.5,46779,0.53945082,0.37790999,0.91736078
"AUS",2016,"All genders","35-44",10,46778,0.48741126,0.36349523,0.85090649
"AUS",2016,"All genders","35-44",12.5,46779,0.44652349,0.33103201,0.77755547
"AUS",2016,"All genders","35-44",15,46778,0.4005771,0.3074685,0.7080456
"AUS",2016,"All genders","35-44",17.5,46779,0.36354917,0.29179639,0.65534556
"AUS",2016,"All genders","35-44",20,46778,0.35203698,0.28274491,0.6347819
"AUS",2016,"All genders","35-44",22.5,46779,0.33156699,0.26289299,0.59446001
"AUS",2016,"All genders","35-44",25,46778,0.30353528,0.2494694,0.55300468
"AUS",2016,"All genders","35-44",27.5,46779,0.29622409,0.24131539,0.53753948
"AUS",2016,"All genders","35-44",30,46778,0.28366798,0.2444928,0.52816081
"AUS",2016,"All genders","35-44",32.5,46779,0.27302402,0.2377114,0.51073539
"AUS",2016,"All genders","35-44",35,46778,0.26171643,0.2346011,0.49631751
"AUS",2016,"All genders","35-44",37.5,46779,0.25321549,0.2280747,0.48129019
"AUS",2016,"All genders","35-44",40,46778,0.25273192,0.22761279,0.48034471
"AUS",2016,"All genders","35-44",42.5,46779,0.2382915,0.22448289,0.4627744
"AUS",2016,"All genders","35-44",45,46778,0.2307187,0.2228469,0.4535656
"AUS",2016,"All genders","35-44",47.5,46779,0.23221111,0.21997011,0.45218122
"AUS",2016,"All genders","35-44",50,46778,0.2227585,0.21421,0.43696851
"AUS",2016,"All genders","35-44",52.5,46778,0.22579321,0.21504271,0.44083589
"AUS",2016,"All genders","35-44",55,46780,0.2174474,0.21676621,0.43421361
"AUS",2016,"All genders","35-44",57.5,46777,0.21585979,0.2203072,0.436167
"AUS",2016,"All genders","35-44",60,46779,0.2113363,0.2191284,0.43046468
"AUS",2016,"All genders","35-44",62.5,46778,0.21646799,0.2174753,0.43394327
"AUS",2016,"All genders","35-44",65,46779,0.2085816,0.2166446,0.42522621
"AUS",2016,"All genders","35-44",67.5,46778,0.20957549,0.21398079,0.42355627
"AUS",2016,"All genders","35-44",70,46783,0.21031989,0.213811,0.42413089
"AUS",2016,"All genders","35-44",72.5,46774,0.2078191,0.2208519,0.428671
"AUS",2016,"All genders","35-44",75,46779,0.20638649,0.22560731,0.43199378
"AUS",2016,"All genders","35-44",77.5,46778,0.20547371,0.23384319,0.4393169
"AUS",2016,"All genders","35-44",80,46779,0.2021143,0.2510488,0.45316309
"AUS",2016,"All genders","35-44",82.5,46778,0.20556331,0.2525925,0.45815581
"AUS",2016,"All genders","35-44",85,46779,0.2082067,0.2598964,0.46810311
"AUS",2016,"All genders","35-44",87.5,46778,0.2030843,0.26620051,0.4692848
"AUS",2016,"All genders","35-44",90,46779,0.20131138,0.2709704,0.47228178
"AUS",2016,"All genders","35-44",92.5,46778,0.21195102,0.2956627,0.50761372
"AUS",2016,"All genders","35-44",95,46779,0.21857542,0.30476278,0.5233382
"AUS",2016,"All genders","35-44",97.5,46778,0.24366291,0.35281467,0.59647763
"AUS",2016,"All genders","35-44",99,28067,0.2632947,0.40251541,0.66581011
"AUS",2016,"All genders","35-44",99.9,16840,0.28542539,0.44501561,0.73044097
"AUS",2016,"All genders","35-44",100,1871,0.26254272,0.46118629,0.72372901
"AUS",2016,"All genders","45-55",2.5,28605,0.70706183,0.35799402,1.0650558
"AUS",2016,"All genders","45-55",5,28605,0.55343115,0.34519231,0.89862341
"AUS",2016,"All genders","45-55",7.5,28605,0.45940563,0.3194539,0.7788595
"AUS",2016,"All genders","45-55",10,28605,0.41581821,0.28019482,0.69601303
"AUS",2016,"All genders","45-55",12.5,28605,0.3617802,0.26931009,0.63109028
"AUS",2016,"All genders","45-55",15,28605,0.33423418,0.2449611,0.57919526
"AUS",2016,"All genders","45-55",17.5,28605,0.31276143,0.2391516,0.55191302
"AUS",2016,"All genders","45-55",20,28605,0.28060848,0.2293635,0.50997198
"AUS",2016,"All genders","45-55",22.5,28605,0.26277521,0.20959449,0.4723697
"AUS",2016,"All genders","45-55",25,28604,0.26065552,0.21041331,0.4710688
"AUS",2016,"All genders","45-55",27.5,28605,0.2376833,0.20359249,0.44127578
"AUS",2016,"All genders","45-55",30,28605,0.22859721,0.19618359,0.42478079
"AUS",2016,"All genders","45-55",32.5,28605,0.22088271,0.1901973,0.41108
"AUS",2016,"All genders","45-55",35,28605,0.21766321,0.1920452,0.40970841
"AUS",2016,"All genders","45-55",37.5,28605,0.20975491,0.1883693,0.39812422
"AUS",2016,"All genders","45-55",40,28606,0.1990944,0.1878621,0.38695651
"AUS",2016,"All genders","45-55",42.5,28604,0.1962765,0.17653391,0.37281039
"AUS",2016,"All genders","45-55",45,28605,0.18835339,0.1765371,0.36489049
"AUS",2016,"All genders","45-55",47.5,28605,0.18569151,0.17570561,0.36139709
"AUS",2016,"All genders","45-55",50,28604,0.18362689,0.17550009,0.35912699
"AUS",2016,"All genders","45-55",52.5,28605,0.1838306,0.17472039,0.358551
"AUS",2016,"All genders","45-55",55,28606,0.18112771,0.17553499,0.35666269
"AUS",2016,"All genders","45-55",57.5,28604,0.16958399,0.17052901,0.34011298
"AUS",2016,"All genders","45-55",60,28605,0.1714454,0.1668153,0.33826071
"AUS",2016,"All genders","45-55",62.5,28605,0.16989531,0.16601241,0.3359077
"AUS",2016,"All genders","45-55",65,28605,0.1693057,0.1666086,0.33591431
"AUS",2016,"All genders","45-55",67.5,28605,0.16713139,0.1731506,0.34028199
"AUS",2016,"All genders","45-55",70,28605,0.170167,0.1723357,0.34250271
"AUS",2016,"All genders","45-55",72.5,28605,0.15907189,0.17402771,0.3330996
"AUS",2016,"All genders","45-55",75,28604,0.15849839,0.17751481,0.3360132
"AUS",2016,"All genders","45-55",77.5,28605,0.16136311,0.17752449,0.3388876
"AUS",2016,"All genders","45-55",80,28605,0.16333079,0.180666,0.34399679
"AUS",2016,"All genders","45-55",82.5,28605,0.16030331,0.19039549,0.3506988
"AUS",2016,"All genders","45-55",85,28605,0.15277809,0.180242,0.33302009
"AUS",2016,"All genders","45-55",87.5,28605,0.1485731,0.1782898,0.3268629
"AUS",2016,"All genders","45-55",90,28605,0.160137,0.18758368,0.34772068
"AUS",2016,"All genders","45-55",92.5,28605,0.16257179,0.21436401,0.37693578
"AUS",2016,"All genders","45-55",95,28605,0.1806125,0.2390842,0.41969669
"AUS",2016,"All genders","45-55",97.5,28605,0.2007525,0.28467631,0.48542881
"AUS",2016,"All genders","45-55",99,17163,0.23021948,0.321096,0.55131549
"AUS",2016,"All genders","45-55",99.9,10297,0.25289169,0.37787619,0.63076788
"AUS",2016,"All genders","45-55",100,1144,0.20644601,0.52639472,0.73284072
"AUS",2017,"All genders","25-34",2.5,39245,0.84574354,0.54568839,1.3914319
"AUS",2017,"All genders","25-34",5,39244,0.72864813,0.51664698,1.2452952
"AUS",2017,"All genders","25-34",7.5,39244,0.65015918,0.47950131,1.1296605
"AUS",2017,"All genders","25-34",10,39245,0.61740971,0.46710902,1.0845187
"AUS",2017,"All genders","25-34",12.5,39243,0.55347931,0.44361311,0.99709243
"AUS",2017,"All genders","25-34",15,39244,0.52565688,0.42971209,0.955369
"AUS",2017,"All genders","25-34",17.5,39244,0.48986149,0.40495437,0.89481592
"AUS",2017,"All genders","25-34",20,39244,0.45549095,0.38572592,0.8412168
"AUS",2017,"All genders","25-34",22.5,39244,0.42585039,0.36709711,0.79294753
"AUS",2017,"All genders","25-34",25,39244,0.40152329,0.35760862,0.75913191
"AUS",2017,"All genders","25-34",27.5,39244,0.38462669,0.3544634,0.73909009
"AUS",2017,"All genders","25-34",30,39244,0.37272748,0.33997211,0.71269959
"AUS",2017,"All genders","25-34",32.5,39244,0.34861189,0.3298049,0.67841685
"AUS",2017,"All genders","25-34",35,39245,0.34070849,0.31660879,0.65731728
"AUS",2017,"All genders","25-34",37.5,39244,0.32040161,0.31410939,0.63451099
"AUS",2017,"All genders","25-34",40,39244,0.31117612,0.30374658,0.6149227
"AUS",2017,"All genders","25-34",42.5,39244,0.2976073,0.2998651,0.59747243
"AUS",2017,"All genders","25-34",45,39244,0.29368129,0.29931998,0.59300131
"AUS",2017,"All genders","25-34",47.5,39244,0.2817966,0.3048102,0.5866068
"AUS",2017,"All genders","25-34",50,39244,0.26723099,0.29947209,0.56670308
"AUS",2017,"All genders","25-34",52.5,39244,0.26486212,0.30288839,0.56775051
"AUS",2017,"All genders","25-34",55,39244,0.2592288,0.28920978,0.54843861
"AUS",2017,"All genders","25-34",57.5,39244,0.25656518,0.28162962,0.53819478
"AUS",2017,"All genders","25-34",60,39244,0.2510744,0.28516811,0.53624249
"AUS",2017,"All genders","25-34",62.5,39244,0.2448636,0.27923369,0.52409732
"AUS",2017,"All genders","25-34",65,39244,0.24551818,0.2757723,0.52129048
"AUS",2017,"All genders","25-34",67.5,39245,0.23941028,0.26532879,0.50473911
"AUS",2017,"All genders","25-34",70,39244,0.23426899,0.2843807,0.5186497
"AUS",2017,"All genders","25-34",72.5,39244,0.2276772,0.27806419,0.50574136
"AUS",2017,"All genders","25-34",75,39244,0.2314378,0.27742189,0.50885969
"AUS",2017,"All genders","25-34",77.5,39244,0.22988391,0.2828311,0.51271498
"AUS",2017,"All genders","25-34",80,39244,0.2215668,0.2938478,0.5154146
"AUS",2017,"All genders","25-34",82.5,39244,0.223482,0.29748309,0.5209651
"AUS",2017,"All genders","25-34",85,39244,0.217884,0.3022798,0.52016377
"AUS",2017,"All genders","25-34",87.5,39244,0.2131929,0.30550471,0.51869762
"AUS",2017,"All genders","25-34",90,39244,0.22150218,0.3109726,0.53247476
