STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,SECTOR,Institutional sector,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,TABLE_IDENTIFIER,Table identifier,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NLD,Netherlands,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2020,,89.614594,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NLD,Netherlands,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,1995,,-83.60159,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NLD,Netherlands,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,1996,,-84.073849,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NLD,Netherlands,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,1997,,-89.300979,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,JPN,Japan,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2021,,78.159117,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,JPN,Japan,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2022,,78.71409,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,JPN,Japan,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2023,,82.652808,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,JPN,Japan,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2024,,86.923525,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ITA,Italy,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2002,,-10.616424,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ITA,Italy,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2003,,-11.960317,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ITA,Italy,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2004,,-14.577219,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ITA,Italy,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2005,,-12.895302,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ITA,Italy,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2006,,-16.458805,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ITA,Italy,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2007,,-20.857124,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ITA,Italy,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2008,,-21.107321,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ITA,Italy,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2009,,-18.356212,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ITA,Italy,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2010,,-18.382952,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ITA,Italy,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2011,,-18.01815,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ITA,Italy,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2012,,-22.596506,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2002,,-33.326597,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2003,,-20.441093,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2004,,-10.510202,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2005,,-15.832655,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2006,,-13.591267,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2007,,-27.278559,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2008,,-2.5935249,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2009,,-4.5577352,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2010,,9.2996434,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2007,,-43.870869,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2008,,-47.468019,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2009,,-55.496805,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2010,,-52.724229,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2011,,-53.540909,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,SVK,Slovak Republic,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2012,,-57.509599,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2012,,13.965605,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2013,,4.0044816,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2014,,1.9508878,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2015,,6.7100556,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2016,,2.2075219,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2017,,1.9643445,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,FIN,Finland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2018,,-2.4290119,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,CHL,Chile,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2017,,-17.763831,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,CHL,Chile,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2018,,-22.035437,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,CHL,Chile,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2019,,-16.635539,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2008,,-95.18804,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2009,,-114.46633,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2010,,-111.52248,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2011,,-135.19838,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2012,,-136.16148,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2013,,-158.85856,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2014,,-172.10111,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2015,,-197.55592,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2016,,-174.19763,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2017,,-169.67275,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2018,,-182.13265,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2019,,-188.71039,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2020,,-159.07528,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2021,,-121.1272,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,IRL,Ireland,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2022,,-110.37886,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,LVA,Latvia,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2017,,-53.026606,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,LVA,Latvia,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2018,,-47.0351,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,NZL,New Zealand,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2018,,-49.038104,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ESP,Spain,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2002,,-42.807545,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ESP,Spain,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2003,,-48.845435,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ESP,Spain,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2004,,-57.671043,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1(1.0),Financial indicators dashboard: Total economy,I,A,Annual,ESP,Spain,LES1_BF90,Net financial worth of total economy,PT_B1GQ,Percentage of GDP,2005,,-63.152797,,S1,Total economy,N,Net (assets minus liabilities),LE,Closing balance sheet/positions/stocks,BF90,Net financial worth,,,,,2,Two,A,Normal value,0,Units,,
