"country","year","gender","age","nobs_res_1yr_log_chg","p9010_res_1yr_log_chg","p9050_res_1yr_log_chg","p5010_res_1yr_log_chg","kelley_res_1yr_log_chg","crows_res_1yr_log_chg"
"AUS",2021,"Female","31",139460,1.1895161,0.53950596,0.65001011,-0.092898406,7.336195
"AUS",2022,"Female","31",NA,NA,NA,NA,NA,NA
"AUS",2002,"Male","31",108985,0.76246643,0.40230939,0.36015701,0.055284236,10.925279
"AUS",2003,"Male","31",104915,0.76501167,0.40674871,0.35826299,0.063379064,10.80947
"AUS",2004,"Male","31",104710,0.81337398,0.43238449,0.38098949,0.063187413,10.578185
"AUS",2005,"Male","31",107322,0.82904434,0.46095031,0.368094,0.11200404,10.490111
"AUS",2006,"Male","31",107127,0.85333347,0.45531654,0.39801693,0.067147978,10.485753
"AUS",2007,"Male","31",108936,0.86483574,0.48541632,0.37941942,0.12256305,10.191847
"AUS",2008,"Male","31",112433,0.89320266,0.45067298,0.44252971,0.0091169411,10.361431
"AUS",2009,"Male","31",113789,0.83395571,0.40144059,0.43251511,-0.037261602,11.685973
"AUS",2010,"Male","31",117964,0.85716057,0.48308,0.3740806,0.12716334,10.822611
"AUS",2011,"Male","31",125480,0.8379792,0.464735,0.3732442,0.10918028,10.967009
"AUS",2012,"Male","31",131502,0.87094784,0.45501897,0.4159289,0.044882216,11.238796
"AUS",2013,"Male","31",136993,0.86054701,0.42740148,0.43314552,-0.0066748708,11.824714
"AUS",2014,"Male","31",136753,0.86733627,0.42874902,0.43858731,-0.011343101,11.951655
"AUS",2015,"Male","31",137189,0.88344288,0.42394069,0.45950219,-0.040253311,11.412365
"AUS",2016,"Male","31",137176,0.86343944,0.44388768,0.41955179,0.028184827,11.15993
"AUS",2017,"Male","31",138995,0.84288776,0.46612439,0.3767634,0.10601766,10.894901
"AUS",2018,"Male","31",141594,0.8460474,0.44821069,0.39783669,0.059540402,10.98945
"AUS",2019,"Male","31",143316,0.8431024,0.419631,0.42347139,-0.0045550657,10.495424
"AUS",2020,"Male","31",147280,0.84366041,0.43643001,0.40723041,0.034610607,10.289913
"AUS",2021,"Male","31",143932,0.89783001,0.47231591,0.4255141,0.052127693,9.4310818
"AUS",2022,"Male","31",NA,NA,NA,NA,NA,NA
"AUS",2002,"All genders","32",200119,0.95939589,0.45123199,0.50816393,-0.059341449,9.9944096
"AUS",2003,"All genders","32",201747,0.95320886,0.45466128,0.49854758,-0.046040595,9.7125645
"AUS",2004,"All genders","32",197898,0.98659694,0.46921578,0.51738119,-0.048819743,9.6829214
"AUS",2005,"All genders","32",199970,1.0098071,0.49617141,0.51363569,-0.01729467,9.352973
"AUS",2006,"All genders","32",200576,1.0346347,0.50277948,0.53185523,-0.028102422,9.4588928
"AUS",2007,"All genders","32",200619,1.0518894,0.52451807,0.52737129,-0.0027124665,9.0691624
"AUS",2008,"All genders","32",205312,1.0497322,0.48754448,0.56218767,-0.071106888,9.4393873
"AUS",2009,"All genders","32",207516,1.0168009,0.44254109,0.57425982,-0.12954231,10.039994
"AUS",2010,"All genders","32",211929,1.0372355,0.51946169,0.51777381,0.0016272913,9.7520161
"AUS",2011,"All genders","32",223162,0.99821746,0.50269866,0.4955188,0.0071926774,9.5262928
"AUS",2012,"All genders","32",236312,0.995049,0.47000533,0.52504373,-0.055312242,9.8047686
"AUS",2013,"All genders","32",245972,0.99347591,0.45439821,0.5390777,-0.085235566,10.121968
"AUS",2014,"All genders","32",255436,0.98864555,0.45689678,0.53174877,-0.075711653,10.048314
"AUS",2015,"All genders","32",258267,1.0009947,0.46052641,0.54046822,-0.079862371,9.8447599
"AUS",2016,"All genders","32",262417,0.99071121,0.47017768,0.5205335,-0.05082795,9.6368093
"AUS",2017,"All genders","32",265668,0.97012866,0.48600036,0.4841283,0.0019297056,9.5555887
"AUS",2018,"All genders","32",271820,0.95207393,0.46946758,0.48260638,-0.01380019,9.6147814
"AUS",2019,"All genders","32",277896,0.94715786,0.44655308,0.50060481,-0.057067286,8.9057407
"AUS",2020,"All genders","32",281128,0.96608454,0.46567303,0.50041151,-0.035958014,9.0013828
"AUS",2021,"All genders","32",285178,1.0456882,0.5056293,0.54005891,-0.032925311,8.417675
"AUS",2022,"All genders","32",NA,NA,NA,NA,NA,NA
"AUS",2002,"Female","32",90685,1.2278976,0.50836658,0.71953094,-0.17197227,8.9182329
"AUS",2003,"Female","32",91249,1.2239161,0.50745785,0.71645832,-0.17076373,8.9086409
"AUS",2004,"Female","32",89924,1.2588931,0.52583599,0.73305714,-0.16460583,8.6140518
"AUS",2005,"Female","32",89965,1.2587024,0.5483408,0.7103616,-0.12872051,8.6198759
"AUS",2006,"Female","32",90771,1.2968502,0.56137955,0.73547065,-0.13424149,8.4569731
"AUS",2007,"Female","32",90751,1.3137846,0.57077223,0.74301237,-0.13110226,8.2391462
"AUS",2008,"Female","32",93542,1.2949038,0.54603195,0.7488718,-0.15664473,8.1448689
"AUS",2009,"Female","32",94358,1.2657413,0.49337012,0.77237129,-0.22042511,8.50385
"AUS",2010,"Female","32",96860,1.2879086,0.56941414,0.71849442,-0.11575378,8.6588383
"AUS",2011,"Female","32",101766,1.2092438,0.55174923,0.65749449,-0.087447427,8.1793442
"AUS",2012,"Female","32",108092,1.1746645,0.49761671,0.67704779,-0.15275092,8.1710672
"AUS",2013,"Female","32",112579,1.1714735,0.49601832,0.67545509,-0.15317185,8.2287922
"AUS",2014,"Female","32",117771,1.1605988,0.50573158,0.65486723,-0.12849888,8.1268721
"AUS",2015,"Female","32",121072,1.154788,0.5067625,0.64802545,-0.12232804,8.0601568
"AUS",2016,"Female","32",124316,1.1621342,0.51594323,0.646191,-0.11207636,7.8135815
"AUS",2017,"Female","32",126675,1.1246824,0.51614755,0.60853493,-0.082145303,7.9666529
"AUS",2018,"Female","32",130463,1.1111611,0.51786321,0.5932979,-0.067888163,7.9878163
"AUS",2019,"Female","32",134605,1.0999336,0.49084949,0.60908407,-0.10749246,7.429585
"AUS",2020,"Female","32",137163,1.1143293,0.50697035,0.60735893,-0.090088792,7.6356583
"AUS",2021,"Female","32",139918,1.1977605,0.54368591,0.65407455,-0.092162535,7.199471
"AUS",2022,"Female","32",NA,NA,NA,NA,NA,NA
"AUS",2002,"Male","32",109434,0.7383948,0.38521099,0.35318381,0.043374065,11.22192
"AUS",2003,"Male","32",110498,0.73697567,0.39416361,0.34281209,0.069678716,10.969055
"AUS",2004,"Male","32",107974,0.75730419,0.4027257,0.3545785,0.063577093,10.82585
"AUS",2005,"Male","32",110005,0.79528236,0.4390879,0.3561945,0.10423141,10.619389
"AUS",2006,"Male","32",109805,0.80611509,0.43491068,0.37120441,0.079028763,10.825737
"AUS",2007,"Male","32",109868,0.82518768,0.46563292,0.3595548,0.12855029,10.338701
"AUS",2008,"Male","32",111770,0.83375597,0.41590589,0.41785011,-0.0023318743,10.764581
"AUS",2009,"Male","32",113158,0.79329491,0.3767705,0.41652441,-0.050112404,11.850869
"AUS",2010,"Male","32",115069,0.81193632,0.45614812,0.3557882,0.12360565,11.102686
"AUS",2011,"Male","32",121396,0.80274773,0.4451122,0.3576355,0.1089716,11.054671
"AUS",2012,"Male","32",128220,0.82212353,0.42798233,0.3941412,0.041163076,11.55072
"AUS",2013,"Male","32",133393,0.81449509,0.39745331,0.41704181,-0.024049869,12.234459
"AUS",2014,"Male","32",137665,0.806283,0.39231008,0.41397291,-0.026867528,12.153243
"AUS",2015,"Male","32",137195,0.83602333,0.40104869,0.43497461,-0.040580112,11.831594
"AUS",2016,"Male","32",138101,0.80921561,0.4125576,0.396658,0.019648161,11.655301
"AUS",2017,"Male","32",138993,0.79136658,0.4356041,0.35576248,0.10089081,11.404621
"AUS",2018,"Male","32",141357,0.77715403,0.40834153,0.3688125,0.050863825,11.345492
"AUS",2019,"Male","32",143291,0.78312588,0.38981918,0.3933067,-0.0044533419,10.588663
"AUS",2020,"Male","32",143965,0.79623985,0.4095335,0.38670638,0.028668646,10.531799
"AUS",2021,"Male","32",145260,0.86581421,0.45373678,0.41207743,0.048115812,9.7184372
"AUS",2022,"Male","32",NA,NA,NA,NA,NA,NA
"AUS",2002,"All genders","33",187251,0.92786825,0.43954188,0.4883264,-0.052576996,10.088116
"AUS",2003,"All genders","33",201369,0.9368391,0.45695996,0.47987908,-0.024464305,9.8544502
"AUS",2004,"All genders","33",205783,0.96228266,0.45800352,0.50427914,-0.048089422,9.8487062
"AUS",2005,"All genders","33",205128,0.98635244,0.48872399,0.49762848,-0.0090276925,9.4336863
"AUS",2006,"All genders","33",203566,1.0179482,0.49793002,0.52001822,-0.021698747,9.4497709
"AUS",2007,"All genders","33",204270,1.0157082,0.51033729,0.50537091,0.0048895716,9.2108269
"AUS",2008,"All genders","33",204560,1.0318464,0.47717831,0.55466807,-0.075098157,9.5261488
"AUS",2009,"All genders","33",204703,0.9892087,0.43375969,0.55544901,-0.12301683,10.366041
"AUS",2010,"All genders","33",207828,0.99992502,0.50613612,0.4937889,0.012348147,9.91541
"AUS",2011,"All genders","33",216709,0.96662998,0.49274069,0.47388929,0.019502187,9.7197638
"AUS",2012,"All genders","33",226452,0.97294903,0.46172619,0.51122278,-0.050872747,9.9495335
"AUS",2013,"All genders","33",237335,0.95287216,0.4396469,0.51322532,-0.077217512,10.248946
"AUS",2014,"All genders","33",246014,0.9568367,0.44687471,0.50996202,-0.065933213,10.197701
"AUS",2015,"All genders","33",255372,0.96971029,0.44177157,0.52793872,-0.088858657,9.9945078
"AUS",2016,"All genders","33",259865,0.95582968,0.46015036,0.49567932,-0.037170805,9.7895155
"AUS",2017,"All genders","33",265863,0.9404822,0.47493562,0.46554658,0.009983222,9.8565664
"AUS",2018,"All genders","33",269230,0.92738152,0.46425909,0.46312243,0.0012256666,9.6550884
"AUS",2019,"All genders","33",275631,0.91196251,0.43772218,0.4742403,-0.040043451,9.071373
"AUS",2020,"All genders","33",279346,0.94760156,0.45357868,0.49402291,-0.042680625,9.2361336
"AUS",2021,"All genders","33",278807,1.029224,0.4991633,0.53006071,-0.030020101,8.600358
"AUS",2022,"All genders","33",NA,NA,NA,NA,NA,NA
"AUS",2002,"Female","33",83667,1.1922417,0.49967855,0.69256312,-0.16178311,8.8178511
"AUS",2003,"Female","33",90642,1.2111121,0.52252543,0.68858671,-0.1371147,8.8995628
"AUS",2004,"Female","33",92341,1.2453994,0.52364439,0.72175497,-0.15907393,8.616128
"AUS",2005,"Female","33",91961,1.2597036,0.55387974,0.7058239,-0.12061898,8.5518513
"AUS",2006,"Female","33",91356,1.2743644,0.55160469,0.72275966,-0.13430615,8.4302874
"AUS",2007,"Female","33",92100,1.2814407,0.57117271,0.71026802,-0.10854603,8.2604647
"AUS",2008,"Female","33",92047,1.2855654,0.54455751,0.74100792,-0.15281247,8.1191015
"AUS",2009,"Female","33",92843,1.2383146,0.49923611,0.73907846,-0.1936845,8.7228231
"AUS",2010,"Female","33",93809,1.2743034,0.57455146,0.69975191,-0.098250106,8.7045832
"AUS",2011,"Female","33",98652,1.1826916,0.55766249,0.62502909,-0.056960411,8.1894884
"AUS",2012,"Female","33",102541,1.1699771,0.50365537,0.66632169,-0.13903376,8.2515039
"AUS",2013,"Female","33",107862,1.1385803,0.48699901,0.65158129,-0.14455044,8.3641796
"AUS",2014,"Female","33",112671,1.1454316,0.50456154,0.64087009,-0.11900191,8.1765194
"AUS",2015,"Female","33",118163,1.1515427,0.50144196,0.65010071,-0.1290953,8.0367279
"AUS",2016,"Female","33",122163,1.1276454,0.51130861,0.61633676,-0.093139343,7.8545828
"AUS",2017,"Female","33",125977,1.1201171,0.52684021,0.59327686,-0.059312236,7.9333963
"AUS",2018,"Female","33",128673,1.1066427,0.5166502,0.58999252,-0.066274621,7.92553
"AUS",2019,"Female","33",132566,1.0781155,0.48810759,0.59000778,-0.094516955,7.4132967
"AUS",2020,"Female","33",135225,1.1194305,0.50846857,0.61096203,-0.091558576,7.6011405
"AUS",2021,"Female","33",136932,1.20432,0.55246735,0.65185255,-0.08252392,7.1461148
"AUS",2022,"Female","33",NA,NA,NA,NA,NA,NA
"AUS",2002,"Male","33",103584,0.71223354,0.36788893,0.34434462,0.033057012,11.526788
"AUS",2003,"Male","33",110727,0.71141243,0.37689111,0.33452129,0.059557311,11.266291
"AUS",2004,"Male","33",113442,0.73293298,0.3852748,0.34765819,0.051323395,11.096477
"AUS",2005,"Male","33",113167,0.75685489,0.4114646,0.34539029,0.087301165,10.824136
"AUS",2006,"Male","33",112210,0.79059088,0.42531019,0.36528069,0.075929925,10.865602
"AUS",2007,"Male","33",112170,0.78136933,0.4344793,0.34689,0.11209717,10.569943
"AUS",2008,"Male","33",112513,0.80385685,0.3934927,0.41036412,-0.020988094,10.943188
"AUS",2009,"Male","33",111860,0.75499398,0.35574198,0.399252,-0.057629626,12.095374
"AUS",2010,"Male","33",114019,0.75857735,0.42271808,0.3358593,0.11450221,11.332287
"AUS",2011,"Male","33",118057,0.76052672,0.41729361,0.34323311,0.097380534,11.305919
"AUS",2012,"Male","33",123911,0.78063589,0.40620518,0.37443072,0.040703304,11.881894
"AUS",2013,"Male","33",129473,0.76530743,0.37688071,0.38842669,-0.015086729,12.330611
"AUS",2014,"Male","33",133343,0.77189821,0.37764451,0.3942537,-0.021517335,12.384907
"AUS",2015,"Male","33",137209,0.78416443,0.36764532,0.41651908,-0.062325899,12.057066
"AUS",2016,"Male","33",137702,0.76748651,0.39141709,0.37606943,0.019997302,11.833826
"AUS",2017,"Male","33",139886,0.74454105,0.40653038,0.3380107,0.092029423,11.823067
"AUS",2018,"Male","33",140557,0.73465157,0.39209181,0.34255978,0.067422472,11.574502
"AUS",2019,"Male","33",143065,0.73634434,0.36956021,0.3667841,0.003770133,10.826312
"AUS",2020,"Male","33",144121,0.75226492,0.37962431,0.37264061,0.0092835613,11.042263
"AUS",2021,"Male","33",141875,0.82940865,0.43167681,0.39773181,0.040926743,10.080512
"AUS",2022,"Male","33",NA,NA,NA,NA,NA,NA
"AUS",2002,"All genders","34",184811,0.91634369,0.44119531,0.47514838,-0.037052769,10.296355
"AUS",2003,"All genders","34",188571,0.91220379,0.44845539,0.4637484,-0.016764896,9.959342
"AUS",2004,"All genders","34",205559,0.94004536,0.4552165,0.48482889,-0.031501025,9.8742809
"AUS",2005,"All genders","34",213360,0.96148902,0.47767273,0.4838163,-0.0063896412,9.5274734
"AUS",2006,"All genders","34",208754,0.99221039,0.4895964,0.50261402,-0.013119823,9.5342941
"AUS",2007,"All genders","34",207356,0.99390978,0.50243407,0.4914757,0.011025522,9.3672962
"AUS",2008,"All genders","34",208137,0.99673271,0.47138548,0.52534723,-0.054138642,9.5557623
"AUS",2009,"All genders","34",203706,0.94795322,0.41830102,0.52965218,-0.11746483,10.406808
"AUS",2010,"All genders","34",205043,0.95781708,0.49027693,0.4675402,0.023738069,9.9718657
"AUS",2011,"All genders","34",212490,0.93525392,0.48011091,0.455143,0.026696395,9.9416332
"AUS",2012,"All genders","34",220019,0.93670952,0.4470692,0.4896403,-0.045447491,10.225713
"AUS",2013,"All genders","34",227590,0.92911679,0.4299261,0.49919069,-0.074548855,10.414569
"AUS",2014,"All genders","34",237978,0.92277551,0.43209097,0.49068451,-0.063497074,10.405454
"AUS",2015,"All genders","34",247098,0.92759395,0.43493167,0.49266231,-0.06223698,10.289977
"AUS",2016,"All genders","34",257129,0.92718339,0.45338184,0.47380158,-0.022023417,10.049643
"AUS",2017,"All genders","34",263510,0.90703368,0.4639951,0.44303858,0.023104452,9.9914808
"AUS",2018,"All genders","34",269764,0.88736928,0.44918489,0.43818438,0.012396771,9.8365507
"AUS",2019,"All genders","34",273667,0.8883934,0.4302415,0.45815191,-0.031416725,9.154211
"AUS",2020,"All genders","34",277781,0.91325295,0.44210652,0.4711464,-0.031798299,9.311553
"AUS",2021,"All genders","34",277175,1.0044159,0.49448287,0.50993299,-0.015382194,8.6994867
"AUS",2022,"All genders","34",NA,NA,NA,NA,NA,NA
"AUS",2002,"Female","34",81933,1.1741476,0.51348501,0.66066259,-0.12534845,8.9984045
"AUS",2003,"Female","34",83976,1.1785593,0.52297878,0.65558046,-0.11251167,8.8861523
"AUS",2004,"Female","34",92245,1.208685,0.52290732,0.68577772,-0.13475008,8.8152943
"AUS",2005,"Female","34",94930,1.2219439,0.54631519,0.67562872,-0.10582608,8.6418724
"AUS",2006,"Female","34",93460,1.2594166,0.5642733,0.69514334,-0.10391323,8.4582224
"AUS",2007,"Female","34",92843,1.2589073,0.56860352,0.6903038,-0.096671365,8.4445715
"AUS",2008,"Female","34",93816,1.2474604,0.5455398,0.70192051,-0.12535927,8.2968388
"AUS",2009,"Female","34",91387,1.1962289,0.49073398,0.70549488,-0.17953162,8.7676134
"AUS",2010,"Female","34",92267,1.2087526,0.55336666,0.65538603,-0.084400535,8.750618
"AUS",2011,"Female","34",95916,1.1666088,0.55997133,0.60663748,-0.040001538,8.3920412
"AUS",2012,"Female","34",99915,1.1323566,0.49587831,0.63647836,-0.12416588,8.4988718
"AUS",2013,"Female","34",102777,1.1358118,0.49502662,0.64078522,-0.12832989,8.3430405
"AUS",2014,"Female","34",108347,1.1161003,0.49780938,0.61829096,-0.10794871,8.3369942
"AUS",2015,"Female","34",113500,1.1161947,0.5046283,0.61156648,-0.095806025,8.1665096
"AUS",2016,"Female","34",119458,1.1241884,0.5195483,0.60464013,-0.075691789,8.0907335
"AUS",2017,"Female","34",124024,1.0878954,0.51536274,0.57253271,-0.052550983,8.1176615
"AUS",2018,"Female","34",128139,1.0659657,0.51084799,0.55511761,-0.041530065,8.0489607
"AUS",2019,"Female","34",131183,1.0636464,0.49445063,0.56919581,-0.07027258,7.4569302
"AUS",2020,"Female","34",133571,1.0917358,0.50211048,0.58962542,-0.080161273,7.6327567
"AUS",2021,"Female","34",135147,1.1892414,0.55512619,0.63411516,-0.066419624,7.1531954
"AUS",2022,"Female","34",NA,NA,NA,NA,NA,NA
"AUS",2002,"Male","34",102878,0.70123959,0.3573432,0.34389639,0.019175768,11.975161
"AUS",2003,"Male","34",104595,0.69106293,0.36058801,0.33047491,0.043575048,11.432534
"AUS",2004,"Male","34",113314,0.71186173,0.37354469,0.33831698,0.049486738,11.128913
"AUS",2005,"Male","34",118430,0.74226099,0.39929959,0.3429614,0.075900786,11.057101
"AUS",2006,"Male","34",115294,0.76004124,0.40422302,0.35581818,0.063687123,11.075679
"AUS",2007,"Male","34",114513,0.7634201,0.4217872,0.3416329,0.1049937,10.629635
"AUS",2008,"Male","34",114321,0.77182007,0.3781825,0.3936376,-0.020024223,10.963237
"AUS",2009,"Male","34",112319,0.72524261,0.33849141,0.38675117,-0.066542923,12.186734
"AUS",2010,"Male","34",112776,0.74312305,0.41325849,0.32986459,0.11222085,11.494433
"AUS",2011,"Male","34",116574,0.7231732,0.39458281,0.32859039,0.091253959,11.516088
"AUS",2012,"Male","34",120104,0.74969196,0.38247919,0.3672128,0.020363549,12.191551
"AUS",2013,"Male","34",124813,0.72829247,0.35131741,0.37697509,-0.035229918,12.562634
"AUS",2014,"Male","34",129631,0.72933388,0.3548069,0.37452698,-0.027038477,12.578515
"AUS",2015,"Male","34",133598,0.74127197,0.3523922,0.38887981,-0.049222972,12.537085
"AUS",2016,"Male","34",137671,0.72825897,0.3737669,0.3544921,0.02646696,12.054811
"AUS",2017,"Male","34",139486,0.71570492,0.39198491,0.32372001,0.095381349,11.947653
"AUS",2018,"Male","34",141625,0.69612217,0.3675108,0.3286114,0.055880122,11.751143
"AUS",2019,"Male","34",142484,0.70455939,0.35004899,0.3545104,-0.0063321954,10.944656
"AUS",2020,"Male","34",144210,0.71817923,0.36431509,0.3538641,0.014552062,11.169764
"AUS",2021,"Male","34",142028,0.79343319,0.41237313,0.38106012,0.039465204,10.248979
"AUS",2022,"Male","34",NA,NA,NA,NA,NA,NA
"AUS",2002,"All genders","35",176387,0.87979883,0.43040672,0.44939211,-0.021579241,10.443419
"AUS",2003,"All genders","35",186497,0.87852287,0.43951038,0.4390125,0.00056672125,10.229633
"AUS",2004,"All genders","35",192576,0.89636517,0.44175959,0.45460558,-0.014331205,10.058848
"AUS",2005,"All genders","35",213375,0.9326849,0.4688701,0.4638148,0.0054201675,9.7520247
"AUS",2006,"All genders","35",217113,0.95147717,0.47189444,0.47958273,-0.0080803661,9.6578264
"AUS",2007,"All genders","35",212528,0.94658208,0.49023312,0.45634899,0.035796303,9.3702803
"AUS",2008,"All genders","35",211338,0.9766863,0.4599905,0.5166958,-0.058058862,9.8169127
"AUS",2009,"All genders","35",207600,0.92455387,0.41036749,0.51418638,-0.1122908,10.516397
"AUS",2010,"All genders","35",204679,0.92521667,0.48302287,0.44219381,0.044129189,10.167445
"AUS",2011,"All genders","35",209888,0.90493608,0.46842492,0.43651119,0.03526628,10.185124
"AUS",2012,"All genders","35",215928,0.91359717,0.43935597,0.4742412,-0.038184475,10.316095
"AUS",2013,"All genders","35",221433,0.899611,0.42112112,0.47848988,-0.063770622,10.662491
"AUS",2014,"All genders","35",228942,0.90092927,0.4264999,0.47442937,-0.053200033,10.826198
"AUS",2015,"All genders","35",239287,0.89951801,0.42462948,0.4748885,-0.055873282,10.416537
"AUS",2016,"All genders","35",249452,0.89553416,0.43398553,0.4615486,-0.030778352,10.312173
"AUS",2017,"All genders","35",261233,0.87834918,0.4525795,0.42576969,0.030522954,10.178117
"AUS",2018,"All genders","35",267557,0.85912132,0.4340277,0.42509359,0.010399126,10.131823
"AUS",2019,"All genders","35",274289,0.85569382,0.4155187,0.44017512,-0.02881453,9.414896
"AUS",2020,"All genders","35",276810,0.8811487,0.4344978,0.44665089,-0.013792325,9.4860411
"AUS",2021,"All genders","35",275631,0.95741081,0.48028952,0.47712129,0.0033091598,9.0602427
"AUS",2022,"All genders","35",NA,NA,NA,NA,NA,NA
"AUS",2002,"Female","35",77733,1.1234169,0.50297916,0.62043768,-0.10455471,9.3787546
"AUS",2003,"Female","35",82656,1.1396885,0.5238843,0.6158042,-0.080653526,9.0682735
"AUS",2004,"Female","35",85723,1.1627007,0.51603609,0.64666462,-0.11234923,8.9161463
"AUS",2005,"Female","35",95153,1.1732827,0.54082984,0.63245291,-0.078091212,8.9028263
"AUS",2006,"Female","35",96913,1.2072229,0.5545854,0.65263748,-0.081221193,8.6925592
"AUS",2007,"Female","35",95259,1.1960392,0.56432819,0.63171101,-0.056338299,8.4661551
"AUS",2008,"Female","35",94994,1.2272949,0.54849523,0.67879969,-0.10617208,8.4355822
"AUS",2009,"Female","35",93423,1.1619072,0.47889522,0.68301201,-0.17567392,8.8401175
"AUS",2010,"Female","35",91617,1.1781712,0.55576611,0.62240511,-0.056561396,8.9849453
"AUS",2011,"Female","35",94749,1.1341295,0.55256563,0.58156389,-0.025568733,8.6639357
"AUS",2012,"Female","35",97450,1.1190724,0.50374693,0.61532551,-0.099706307,8.4832096
"AUS",2013,"Female","35",100434,1.1015339,0.48399827,0.61753565,-0.12122858,8.6103716
"AUS",2014,"Female","35",103710,1.0968294,0.50277996,0.59404939,-0.083212055,8.5870581
"AUS",2015,"Female","35",109548,1.0893546,0.49920943,0.59014523,-0.083476759,8.3413343
"AUS",2016,"Female","35",115183,1.0797596,0.50298595,0.57677358,-0.06833709,8.2682304
"AUS",2017,"Female","35",121795,1.0649681,0.515769,0.5491991,-0.031390704,8.2666302
"AUS",2018,"Female","35",126411,1.0400581,0.50481701,0.53524113,-0.029252324,8.2503567
"AUS",2019,"Female","35",130961,1.0272007,0.48239419,0.54480648,-0.060759589,7.709187
"AUS",2020,"Female","35",132762,1.0594625,0.49911219,0.56035042,-0.057801221,7.7791896
"AUS",2021,"Female","35",133599,1.1443996,0.5460825,0.59831709,-0.045643661,7.4722204
"AUS",2022,"Female","35",NA,NA,NA,NA,NA,NA
"AUS",2002,"Male","35",98654,0.68139076,0.3490223,0.33236849,0.024440903,11.738917
"AUS",2003,"Male","35",103841,0.6655941,0.34585857,0.31973553,0.039247714,11.854955
"AUS",2004,"Male","35",106853,0.6846866,0.35739419,0.32729241,0.043964311,11.427702
"AUS",2005,"Male","35",118222,0.7236985,0.38645741,0.33724111,0.068006635,11.255128
"AUS",2006,"Male","35",120200,0.72868967,0.38047311,0.34821659,0.044266462,11.264938
"AUS",2007,"Male","35",117269,0.73273754,0.40451911,0.3282184,0.10413102,10.717216
"AUS",2008,"Male","35",116344,0.76053721,0.3653169,0.39522031,-0.039318804,11.171747
"AUS",2009,"Male","35",114177,0.71070874,0.3274346,0.38327411,-0.078568764,12.390866
"AUS",2010,"Male","35",113062,0.70975304,0.39787439,0.31187862,0.12116294,11.766085
"AUS",2011,"Male","35",115139,0.70257962,0.38165951,0.32092008,0.086452022,11.903321
"AUS",2012,"Male","35",118478,0.71907234,0.3628239,0.35624841,0.0091444133,12.263595
"AUS",2013,"Male","35",120999,0.70403671,0.34240252,0.36163419,-0.027316298,13.004754
"AUS",2014,"Male","35",125232,0.70636082,0.33666509,0.36969572,-0.046761695,13.093422
"AUS",2015,"Male","35",129739,0.71530533,0.33813289,0.37717241,-0.054577425,12.464164
"AUS",2016,"Male","35",134269,0.70298302,0.35028937,0.35269362,-0.0034200582,12.358913
"AUS",2017,"Male","35",139438,0.6911152,0.37352788,0.31758732,0.080942467,12.085666
"AUS",2018,"Male","35",141146,0.66908264,0.347599,0.32148361,0.039031632,12.045208
"AUS",2019,"Male","35",143328,0.67500877,0.33047351,0.34453529,-0.020831995,11.121463
"AUS",2020,"Male","35",144048,0.69216919,0.35368919,0.33848,0.021973237,11.313269
"AUS",2021,"Male","35",142032,0.75422859,0.39696312,0.3572655,0.052633401,10.512361
"AUS",2022,"Male","35",NA,NA,NA,NA,NA,NA
"AUS",2002,"All genders","35-44",1842505,0.73608017,0.37750286,0.35857731,0.025711259,11.007917
"AUS",2003,"All genders","35-44",1866013,0.73702639,0.38408914,0.35293725,0.042266995,10.798934
"AUS",2004,"All genders","35-44",1909062,0.7513786,0.39111105,0.36026755,0.041049208,10.465881
"AUS",2005,"All genders","35-44",1994046,0.77537084,0.41548669,0.35988417,0.071710877,10.269444
"AUS",2006,"All genders","35-44",2043696,0.79476368,0.42123419,0.37352949,0.060023751,10.300439
"AUS",2007,"All genders","35-44",2088225,0.80059206,0.43662542,0.36396667,0.090756267,9.9202719
"AUS",2008,"All genders","35-44",2134391,0.82369679,0.40545034,0.41824645,-0.015534969,10.383426
"AUS",2009,"All genders","35-44",2134467,0.77400756,0.35827607,0.41573155,-0.074231163,11.278728
"AUS",2010,"All genders","35-44",2144655,0.77312028,0.41470045,0.35841984,0.07279671,10.823244
"AUS",2011,"All genders","35-44",2192247,0.76346546,0.40879217,0.3546733,0.070885815,10.778832
"AUS",2012,"All genders","35-44",2228336,0.76951551,0.38138741,0.3881281,-0.0087596532,11.292974
"AUS",2013,"All genders","35-44",2240197,0.75801837,0.36514097,0.3928774,-0.036590703,11.730112
"AUS",2014,"All genders","35-44",2253077,0.75562888,0.3682071,0.38742179,-0.025428738,11.870101
"AUS",2015,"All genders","35-44",2260766,0.7581799,0.36779654,0.39038339,-0.029790888,11.566624
"AUS",2016,"All genders","35-44",2287202,0.74755752,0.38049516,0.36706239,0.01796888,11.386529
"AUS",2017,"All genders","35-44",2341524,0.72902787,0.39128548,0.33774239,0.073444508,11.25593
"AUS",2018,"All genders","35-44",2409167,0.71500778,0.37874591,0.3362619,0.059417557,11.207058
"AUS",2019,"All genders","35-44",2486752,0.72199166,0.36108759,0.36090404,0.00025423078,10.416648
"AUS",2020,"All genders","35-44",2562605,0.73979622,0.37776855,0.36202767,0.021277307,10.526439
"AUS",2021,"All genders","35-44",2593628,0.8051945,0.42396706,0.3812274,0.053079922,9.8892336
"AUS",2022,"All genders","35-44",NA,NA,NA,NA,NA,NA
