"","date","series","value"
"6129",2018-03-22,"Cash Rate Target",1.5
"6130",2018-03-23,"Cash Rate Target",1.5
"6131",2018-03-26,"Cash Rate Target",1.5
"6132",2018-03-27,"Cash Rate Target",1.5
"6133",2018-03-28,"Cash Rate Target",1.5
"6134",2018-03-29,"Cash Rate Target",1.5
"6135",2018-04-03,"Cash Rate Target",1.5
"6136",2018-04-04,"Cash Rate Target",1.5
"6137",2018-04-05,"Cash Rate Target",1.5
"6138",2018-04-06,"Cash Rate Target",1.5
"6139",2018-04-09,"Cash Rate Target",1.5
"6140",2018-04-10,"Cash Rate Target",1.5
"6141",2018-04-11,"Cash Rate Target",1.5
"6142",2018-04-12,"Cash Rate Target",1.5
"6143",2018-04-13,"Cash Rate Target",1.5
"6144",2018-04-16,"Cash Rate Target",1.5
"6145",2018-04-17,"Cash Rate Target",1.5
"6146",2018-04-18,"Cash Rate Target",1.5
"6147",2018-04-19,"Cash Rate Target",1.5
"6148",2018-04-20,"Cash Rate Target",1.5
"6149",2018-04-23,"Cash Rate Target",1.5
"6150",2018-04-24,"Cash Rate Target",1.5
"6151",2018-04-26,"Cash Rate Target",1.5
"6152",2018-04-27,"Cash Rate Target",1.5
"6153",2018-04-30,"Cash Rate Target",1.5
"6154",2018-05-01,"Cash Rate Target",1.5
"6155",2018-05-02,"Cash Rate Target",1.5
"6156",2018-05-03,"Cash Rate Target",1.5
"6157",2018-05-04,"Cash Rate Target",1.5
"6158",2018-05-07,"Cash Rate Target",1.5
"6159",2018-05-08,"Cash Rate Target",1.5
"6160",2018-05-09,"Cash Rate Target",1.5
"6161",2018-05-10,"Cash Rate Target",1.5
"6162",2018-05-11,"Cash Rate Target",1.5
"6163",2018-05-14,"Cash Rate Target",1.5
"6164",2018-05-15,"Cash Rate Target",1.5
"6165",2018-05-16,"Cash Rate Target",1.5
"6166",2018-05-17,"Cash Rate Target",1.5
"6167",2018-05-18,"Cash Rate Target",1.5
"6168",2018-05-21,"Cash Rate Target",1.5
"6169",2018-05-22,"Cash Rate Target",1.5
"6170",2018-05-23,"Cash Rate Target",1.5
"6171",2018-05-24,"Cash Rate Target",1.5
"6172",2018-05-25,"Cash Rate Target",1.5
"6173",2018-05-28,"Cash Rate Target",1.5
"6174",2018-05-29,"Cash Rate Target",1.5
"6175",2018-05-30,"Cash Rate Target",1.5
"6176",2018-05-31,"Cash Rate Target",1.5
"6177",2018-06-01,"Cash Rate Target",1.5
"6178",2018-06-04,"Cash Rate Target",1.5
"6179",2018-06-05,"Cash Rate Target",1.5
"6180",2018-06-06,"Cash Rate Target",1.5
"6181",2018-06-07,"Cash Rate Target",1.5
"6182",2018-06-08,"Cash Rate Target",1.5
"6183",2018-06-12,"Cash Rate Target",1.5
"6184",2018-06-13,"Cash Rate Target",1.5
"6185",2018-06-14,"Cash Rate Target",1.5
"6186",2018-06-15,"Cash Rate Target",1.5
"6187",2018-06-18,"Cash Rate Target",1.5
"6188",2018-06-19,"Cash Rate Target",1.5
"6189",2018-06-20,"Cash Rate Target",1.5
"6190",2018-06-21,"Cash Rate Target",1.5
"6191",2018-06-22,"Cash Rate Target",1.5
"6192",2018-06-25,"Cash Rate Target",1.5
"6193",2018-06-26,"Cash Rate Target",1.5
"6194",2018-06-27,"Cash Rate Target",1.5
"6195",2018-06-28,"Cash Rate Target",1.5
"6196",2018-06-29,"Cash Rate Target",1.5
"6197",2018-07-02,"Cash Rate Target",1.5
"6198",2018-07-03,"Cash Rate Target",1.5
"6199",2018-07-04,"Cash Rate Target",1.5
"6200",2018-07-05,"Cash Rate Target",1.5
"6201",2018-07-06,"Cash Rate Target",1.5
"6202",2018-07-09,"Cash Rate Target",1.5
"6203",2018-07-10,"Cash Rate Target",1.5
"6204",2018-07-11,"Cash Rate Target",1.5
"6205",2018-07-12,"Cash Rate Target",1.5
"6206",2018-07-13,"Cash Rate Target",1.5
"6207",2018-07-16,"Cash Rate Target",1.5
"6208",2018-07-17,"Cash Rate Target",1.5
"6209",2018-07-18,"Cash Rate Target",1.5
"6210",2018-07-19,"Cash Rate Target",1.5
"6211",2018-07-20,"Cash Rate Target",1.5
"6212",2018-07-23,"Cash Rate Target",1.5
"6213",2018-07-24,"Cash Rate Target",1.5
"6214",2018-07-25,"Cash Rate Target",1.5
"6215",2018-07-26,"Cash Rate Target",1.5
"6216",2018-07-27,"Cash Rate Target",1.5
"6217",2018-07-30,"Cash Rate Target",1.5
"6218",2018-07-31,"Cash Rate Target",1.5
"6219",2018-08-01,"Cash Rate Target",1.5
"6220",2018-08-02,"Cash Rate Target",1.5
"6221",2018-08-03,"Cash Rate Target",1.5
"6222",2018-08-06,"Cash Rate Target",1.5
"6223",2018-08-07,"Cash Rate Target",1.5
"6224",2018-08-08,"Cash Rate Target",1.5
"6225",2018-08-09,"Cash Rate Target",1.5
"6226",2018-08-10,"Cash Rate Target",1.5
"6227",2018-08-13,"Cash Rate Target",1.5
"6228",2018-08-14,"Cash Rate Target",1.5
"6229",2018-08-15,"Cash Rate Target",1.5
"6230",2018-08-16,"Cash Rate Target",1.5
"6231",2018-08-17,"Cash Rate Target",1.5
"6232",2018-08-20,"Cash Rate Target",1.5
"6233",2018-08-21,"Cash Rate Target",1.5
"6234",2018-08-22,"Cash Rate Target",1.5
"6235",2018-08-23,"Cash Rate Target",1.5
"6236",2018-08-24,"Cash Rate Target",1.5
"6237",2018-08-27,"Cash Rate Target",1.5
"6238",2018-08-28,"Cash Rate Target",1.5
"6239",2018-08-29,"Cash Rate Target",1.5
"6240",2018-08-30,"Cash Rate Target",1.5
"6241",2018-08-31,"Cash Rate Target",1.5
"6242",2018-09-03,"Cash Rate Target",1.5
"6243",2018-09-04,"Cash Rate Target",1.5
"6244",2018-09-05,"Cash Rate Target",1.5
"6245",2018-09-06,"Cash Rate Target",1.5
"6246",2018-09-07,"Cash Rate Target",1.5
"6247",2018-09-10,"Cash Rate Target",1.5
"6248",2018-09-11,"Cash Rate Target",1.5
"6249",2018-09-12,"Cash Rate Target",1.5
"6250",2018-09-13,"Cash Rate Target",1.5
"6251",2018-09-14,"Cash Rate Target",1.5
"6252",2018-09-17,"Cash Rate Target",1.5
"6253",2018-09-18,"Cash Rate Target",1.5
"6254",2018-09-19,"Cash Rate Target",1.5
"6255",2018-09-20,"Cash Rate Target",1.5
"6256",2018-09-21,"Cash Rate Target",1.5
"6257",2018-09-24,"Cash Rate Target",1.5
"6258",2018-09-25,"Cash Rate Target",1.5
"6259",2018-09-26,"Cash Rate Target",1.5
"6260",2018-09-27,"Cash Rate Target",1.5
"6261",2018-09-28,"Cash Rate Target",1.5
"6262",2018-10-01,"Cash Rate Target",1.5
"6263",2018-10-02,"Cash Rate Target",1.5
"6264",2018-10-03,"Cash Rate Target",1.5
"6265",2018-10-04,"Cash Rate Target",1.5
"6266",2018-10-05,"Cash Rate Target",1.5
"6267",2018-10-08,"Cash Rate Target",1.5
"6268",2018-10-09,"Cash Rate Target",1.5
"6269",2018-10-10,"Cash Rate Target",1.5
"6270",2018-10-11,"Cash Rate Target",1.5
"6271",2018-10-12,"Cash Rate Target",1.5
"6272",2018-10-15,"Cash Rate Target",1.5
"6273",2018-10-16,"Cash Rate Target",1.5
"6274",2018-10-17,"Cash Rate Target",1.5
"6275",2018-10-18,"Cash Rate Target",1.5
"6276",2018-10-19,"Cash Rate Target",1.5
"6277",2018-10-22,"Cash Rate Target",1.5
"6278",2018-10-23,"Cash Rate Target",1.5
"6279",2018-10-24,"Cash Rate Target",1.5
"6280",2018-10-25,"Cash Rate Target",1.5
"6281",2018-10-26,"Cash Rate Target",1.5
"6282",2018-10-29,"Cash Rate Target",1.5
"6283",2018-10-30,"Cash Rate Target",1.5
"6284",2018-10-31,"Cash Rate Target",1.5
"6285",2018-11-01,"Cash Rate Target",1.5
"6286",2018-11-02,"Cash Rate Target",1.5
"6287",2018-11-05,"Cash Rate Target",1.5
"6288",2018-11-06,"Cash Rate Target",1.5
"6289",2018-11-07,"Cash Rate Target",1.5
"6290",2018-11-08,"Cash Rate Target",1.5
"6291",2018-11-09,"Cash Rate Target",1.5
"6292",2018-11-12,"Cash Rate Target",1.5
"6293",2018-11-13,"Cash Rate Target",1.5
"6294",2018-11-14,"Cash Rate Target",1.5
"6295",2018-11-15,"Cash Rate Target",1.5
"6296",2018-11-16,"Cash Rate Target",1.5
"6297",2018-11-19,"Cash Rate Target",1.5
"6298",2018-11-20,"Cash Rate Target",1.5
"6299",2018-11-21,"Cash Rate Target",1.5
"6300",2018-11-22,"Cash Rate Target",1.5
"6301",2018-11-23,"Cash Rate Target",1.5
"6302",2018-11-26,"Cash Rate Target",1.5
"6303",2018-11-27,"Cash Rate Target",1.5
"6304",2018-11-28,"Cash Rate Target",1.5
"6305",2018-11-29,"Cash Rate Target",1.5
"6306",2018-11-30,"Cash Rate Target",1.5
"6307",2018-12-03,"Cash Rate Target",1.5
"6308",2018-12-04,"Cash Rate Target",1.5
"6309",2018-12-05,"Cash Rate Target",1.5
"6310",2018-12-06,"Cash Rate Target",1.5
"6311",2018-12-07,"Cash Rate Target",1.5
"6312",2018-12-10,"Cash Rate Target",1.5
"6313",2018-12-11,"Cash Rate Target",1.5
"6314",2018-12-12,"Cash Rate Target",1.5
"6315",2018-12-13,"Cash Rate Target",1.5
"6316",2018-12-14,"Cash Rate Target",1.5
"6317",2018-12-17,"Cash Rate Target",1.5
"6318",2018-12-18,"Cash Rate Target",1.5
"6319",2018-12-19,"Cash Rate Target",1.5
"6320",2018-12-20,"Cash Rate Target",1.5
"6321",2018-12-21,"Cash Rate Target",1.5
"6322",2018-12-24,"Cash Rate Target",1.5
"6323",2018-12-27,"Cash Rate Target",1.5
"6324",2018-12-28,"Cash Rate Target",1.5
"6325",2018-12-31,"Cash Rate Target",1.5
"6326",2019-01-02,"Cash Rate Target",1.5
"6327",2019-01-03,"Cash Rate Target",1.5
"6328",2019-01-04,"Cash Rate Target",1.5
"6329",2019-01-07,"Cash Rate Target",1.5
"6330",2019-01-08,"Cash Rate Target",1.5
"6331",2019-01-09,"Cash Rate Target",1.5
"6332",2019-01-10,"Cash Rate Target",1.5
"6333",2019-01-11,"Cash Rate Target",1.5
"6334",2019-01-14,"Cash Rate Target",1.5
"6335",2019-01-15,"Cash Rate Target",1.5
"6336",2019-01-16,"Cash Rate Target",1.5
"6337",2019-01-17,"Cash Rate Target",1.5
"6338",2019-01-18,"Cash Rate Target",1.5
"6339",2019-01-21,"Cash Rate Target",1.5
"6340",2019-01-22,"Cash Rate Target",1.5
"6341",2019-01-23,"Cash Rate Target",1.5
"6342",2019-01-24,"Cash Rate Target",1.5
"6343",2019-01-25,"Cash Rate Target",1.5
"6344",2019-01-29,"Cash Rate Target",1.5
"6345",2019-01-30,"Cash Rate Target",1.5
"6346",2019-01-31,"Cash Rate Target",1.5
"6347",2019-02-01,"Cash Rate Target",1.5
"6348",2019-02-04,"Cash Rate Target",1.5
"6349",2019-02-05,"Cash Rate Target",1.5
"6350",2019-02-06,"Cash Rate Target",1.5
"6351",2019-02-07,"Cash Rate Target",1.5
"6352",2019-02-08,"Cash Rate Target",1.5
"6353",2019-02-11,"Cash Rate Target",1.5
"6354",2019-02-12,"Cash Rate Target",1.5
"6355",2019-02-13,"Cash Rate Target",1.5
"6356",2019-02-14,"Cash Rate Target",1.5
"6357",2019-02-15,"Cash Rate Target",1.5
"6358",2019-02-18,"Cash Rate Target",1.5
"6359",2019-02-19,"Cash Rate Target",1.5
"6360",2019-02-20,"Cash Rate Target",1.5
"6361",2019-02-21,"Cash Rate Target",1.5
"6362",2019-02-22,"Cash Rate Target",1.5
"6363",2019-02-25,"Cash Rate Target",1.5
"6364",2019-02-26,"Cash Rate Target",1.5
"6365",2019-02-27,"Cash Rate Target",1.5
"6366",2019-02-28,"Cash Rate Target",1.5
"6367",2019-03-01,"Cash Rate Target",1.5
"6368",2019-03-04,"Cash Rate Target",1.5
"6369",2019-03-05,"Cash Rate Target",1.5
"6370",2019-03-06,"Cash Rate Target",1.5
"6371",2019-03-07,"Cash Rate Target",1.5
"6372",2019-03-08,"Cash Rate Target",1.5
"6373",2019-03-11,"Cash Rate Target",1.5
"6374",2019-03-12,"Cash Rate Target",1.5
"6375",2019-03-13,"Cash Rate Target",1.5
"6376",2019-03-14,"Cash Rate Target",1.5
"6377",2019-03-15,"Cash Rate Target",1.5
"6378",2019-03-18,"Cash Rate Target",1.5
"6379",2019-03-19,"Cash Rate Target",1.5
"6380",2019-03-20,"Cash Rate Target",1.5
"6381",2019-03-21,"Cash Rate Target",1.5
"6382",2019-03-22,"Cash Rate Target",1.5
"6383",2019-03-25,"Cash Rate Target",1.5
"6384",2019-03-26,"Cash Rate Target",1.5
"6385",2019-03-27,"Cash Rate Target",1.5
"6386",2019-03-28,"Cash Rate Target",1.5
"6387",2019-03-29,"Cash Rate Target",1.5
"6388",2019-04-01,"Cash Rate Target",1.5
"6389",2019-04-02,"Cash Rate Target",1.5
"6390",2019-04-03,"Cash Rate Target",1.5
"6391",2019-04-04,"Cash Rate Target",1.5
"6392",2019-04-05,"Cash Rate Target",1.5
"6393",2019-04-08,"Cash Rate Target",1.5
"6394",2019-04-09,"Cash Rate Target",1.5
"6395",2019-04-10,"Cash Rate Target",1.5
"6396",2019-04-11,"Cash Rate Target",1.5
"6397",2019-04-12,"Cash Rate Target",1.5
"6398",2019-04-15,"Cash Rate Target",1.5
"6399",2019-04-16,"Cash Rate Target",1.5
"6400",2019-04-17,"Cash Rate Target",1.5
"6401",2019-04-18,"Cash Rate Target",1.5
"6402",2019-04-23,"Cash Rate Target",1.5
"6403",2019-04-24,"Cash Rate Target",1.5
"6404",2019-04-26,"Cash Rate Target",1.5
"6405",2019-04-29,"Cash Rate Target",1.5
"6406",2019-04-30,"Cash Rate Target",1.5
"6407",2019-05-01,"Cash Rate Target",1.5
"6408",2019-05-02,"Cash Rate Target",1.5
"6409",2019-05-03,"Cash Rate Target",1.5
"6410",2019-05-06,"Cash Rate Target",1.5
"6411",2019-05-07,"Cash Rate Target",1.5
"6412",2019-05-08,"Cash Rate Target",1.5
"6413",2019-05-09,"Cash Rate Target",1.5
"6414",2019-05-10,"Cash Rate Target",1.5
"6415",2019-05-13,"Cash Rate Target",1.5
"6416",2019-05-14,"Cash Rate Target",1.5
"6417",2019-05-15,"Cash Rate Target",1.5
"6418",2019-05-16,"Cash Rate Target",1.5
"6419",2019-05-17,"Cash Rate Target",1.5
"6420",2019-05-20,"Cash Rate Target",1.5
"6421",2019-05-21,"Cash Rate Target",1.5
"6422",2019-05-22,"Cash Rate Target",1.5
"6423",2019-05-23,"Cash Rate Target",1.5
"6424",2019-05-24,"Cash Rate Target",1.5
"6425",2019-05-27,"Cash Rate Target",1.5
"6426",2019-05-28,"Cash Rate Target",1.5
"6427",2019-05-29,"Cash Rate Target",1.5
"6428",2019-05-30,"Cash Rate Target",1.5
"6429",2019-05-31,"Cash Rate Target",1.5
"6430",2019-06-03,"Cash Rate Target",1.5
"6431",2019-06-04,"Cash Rate Target",1.5
"6432",2019-06-05,"Cash Rate Target",1.25
"6433",2019-06-06,"Cash Rate Target",1.25
"6434",2019-06-07,"Cash Rate Target",1.25
"6435",2019-06-11,"Cash Rate Target",1.25
"6436",2019-06-12,"Cash Rate Target",1.25
"6437",2019-06-13,"Cash Rate Target",1.25
"6438",2019-06-14,"Cash Rate Target",1.25
"6439",2019-06-17,"Cash Rate Target",1.25
"6440",2019-06-18,"Cash Rate Target",1.25
"6441",2019-06-19,"Cash Rate Target",1.25
"6442",2019-06-20,"Cash Rate Target",1.25
"6443",2019-06-21,"Cash Rate Target",1.25
"6444",2019-06-24,"Cash Rate Target",1.25
"6445",2019-06-25,"Cash Rate Target",1.25
"6446",2019-06-26,"Cash Rate Target",1.25
"6447",2019-06-27,"Cash Rate Target",1.25
"6448",2019-06-28,"Cash Rate Target",1.25
"6449",2019-07-01,"Cash Rate Target",1.25
"6450",2019-07-02,"Cash Rate Target",1.25
"6451",2019-07-03,"Cash Rate Target",1
"6452",2019-07-04,"Cash Rate Target",1
"6453",2019-07-05,"Cash Rate Target",1
"6454",2019-07-08,"Cash Rate Target",1
"6455",2019-07-09,"Cash Rate Target",1
"6456",2019-07-10,"Cash Rate Target",1
"6457",2019-07-11,"Cash Rate Target",1
"6458",2019-07-12,"Cash Rate Target",1
"6459",2019-07-15,"Cash Rate Target",1
"6460",2019-07-16,"Cash Rate Target",1
"6461",2019-07-17,"Cash Rate Target",1
"6462",2019-07-18,"Cash Rate Target",1
"6463",2019-07-19,"Cash Rate Target",1
"6464",2019-07-22,"Cash Rate Target",1
"6465",2019-07-23,"Cash Rate Target",1
"6466",2019-07-24,"Cash Rate Target",1
"6467",2019-07-25,"Cash Rate Target",1
"6468",2019-07-26,"Cash Rate Target",1
"6469",2019-07-29,"Cash Rate Target",1
"6470",2019-07-30,"Cash Rate Target",1
"6471",2019-07-31,"Cash Rate Target",1
"6472",2019-08-01,"Cash Rate Target",1
"6473",2019-08-02,"Cash Rate Target",1
"6474",2019-08-05,"Cash Rate Target",1
"6475",2019-08-06,"Cash Rate Target",1
"6476",2019-08-07,"Cash Rate Target",1
"6477",2019-08-08,"Cash Rate Target",1
"6478",2019-08-09,"Cash Rate Target",1
"6479",2019-08-12,"Cash Rate Target",1
"6480",2019-08-13,"Cash Rate Target",1
"6481",2019-08-14,"Cash Rate Target",1
"6482",2019-08-15,"Cash Rate Target",1
"6483",2019-08-16,"Cash Rate Target",1
"6484",2019-08-19,"Cash Rate Target",1
"6485",2019-08-20,"Cash Rate Target",1
"6486",2019-08-21,"Cash Rate Target",1
"6487",2019-08-22,"Cash Rate Target",1
"6488",2019-08-23,"Cash Rate Target",1
"6489",2019-08-26,"Cash Rate Target",1
"6490",2019-08-27,"Cash Rate Target",1
"6491",2019-08-28,"Cash Rate Target",1
"6492",2019-08-29,"Cash Rate Target",1
"6493",2019-08-30,"Cash Rate Target",1
"6494",2019-09-02,"Cash Rate Target",1
"6495",2019-09-03,"Cash Rate Target",1
"6496",2019-09-04,"Cash Rate Target",1
"6497",2019-09-05,"Cash Rate Target",1
"6498",2019-09-06,"Cash Rate Target",1
"6499",2019-09-09,"Cash Rate Target",1
"6500",2019-09-10,"Cash Rate Target",1
"6501",2019-09-11,"Cash Rate Target",1
"6502",2019-09-12,"Cash Rate Target",1
"6503",2019-09-13,"Cash Rate Target",1
"6504",2019-09-16,"Cash Rate Target",1
"6505",2019-09-17,"Cash Rate Target",1
"6506",2019-09-18,"Cash Rate Target",1
"6507",2019-09-19,"Cash Rate Target",1
"6508",2019-09-20,"Cash Rate Target",1
"6509",2019-09-23,"Cash Rate Target",1
"6510",2019-09-24,"Cash Rate Target",1
"6511",2019-09-25,"Cash Rate Target",1
"6512",2019-09-26,"Cash Rate Target",1
"6513",2019-09-27,"Cash Rate Target",1
"6514",2019-09-30,"Cash Rate Target",1
"6515",2019-10-01,"Cash Rate Target",1
"6516",2019-10-02,"Cash Rate Target",0.75
"6517",2019-10-03,"Cash Rate Target",0.75
"6518",2019-10-04,"Cash Rate Target",0.75
"6519",2019-10-07,"Cash Rate Target",0.75
"6520",2019-10-08,"Cash Rate Target",0.75
"6521",2019-10-09,"Cash Rate Target",0.75
"6522",2019-10-10,"Cash Rate Target",0.75
"6523",2019-10-11,"Cash Rate Target",0.75
"6524",2019-10-14,"Cash Rate Target",0.75
"6525",2019-10-15,"Cash Rate Target",0.75
"6526",2019-10-16,"Cash Rate Target",0.75
"6527",2019-10-17,"Cash Rate Target",0.75
"6528",2019-10-18,"Cash Rate Target",0.75
"6529",2019-10-21,"Cash Rate Target",0.75
"6530",2019-10-22,"Cash Rate Target",0.75
"6531",2019-10-23,"Cash Rate Target",0.75
"6532",2019-10-24,"Cash Rate Target",0.75
"6533",2019-10-25,"Cash Rate Target",0.75
"6534",2019-10-28,"Cash Rate Target",0.75
"6535",2019-10-29,"Cash Rate Target",0.75
"6536",2019-10-30,"Cash Rate Target",0.75
"6537",2019-10-31,"Cash Rate Target",0.75
"6538",2019-11-01,"Cash Rate Target",0.75
"6539",2019-11-04,"Cash Rate Target",0.75
"6540",2019-11-05,"Cash Rate Target",0.75
"6541",2019-11-06,"Cash Rate Target",0.75
"6542",2019-11-07,"Cash Rate Target",0.75
"6543",2019-11-08,"Cash Rate Target",0.75
"6544",2019-11-11,"Cash Rate Target",0.75
"6545",2019-11-12,"Cash Rate Target",0.75
"6546",2019-11-13,"Cash Rate Target",0.75
"6547",2019-11-14,"Cash Rate Target",0.75
"6548",2019-11-15,"Cash Rate Target",0.75
"6549",2019-11-18,"Cash Rate Target",0.75
"6550",2019-11-19,"Cash Rate Target",0.75
"6551",2019-11-20,"Cash Rate Target",0.75
"6552",2019-11-21,"Cash Rate Target",0.75
"6553",2019-11-22,"Cash Rate Target",0.75
"6554",2019-11-25,"Cash Rate Target",0.75
"6555",2019-11-26,"Cash Rate Target",0.75
"6556",2019-11-27,"Cash Rate Target",0.75
"6557",2019-11-28,"Cash Rate Target",0.75
"6558",2019-11-29,"Cash Rate Target",0.75
"6559",2019-12-02,"Cash Rate Target",0.75
"6560",2019-12-03,"Cash Rate Target",0.75
"6561",2019-12-04,"Cash Rate Target",0.75
"6562",2019-12-05,"Cash Rate Target",0.75
"6563",2019-12-06,"Cash Rate Target",0.75
"6564",2019-12-09,"Cash Rate Target",0.75
"6565",2019-12-10,"Cash Rate Target",0.75
"6566",2019-12-11,"Cash Rate Target",0.75
"6567",2019-12-12,"Cash Rate Target",0.75
"6568",2019-12-13,"Cash Rate Target",0.75
"6569",2019-12-16,"Cash Rate Target",0.75
"6570",2019-12-17,"Cash Rate Target",0.75
"6571",2019-12-18,"Cash Rate Target",0.75
"6572",2019-12-19,"Cash Rate Target",0.75
"6573",2019-12-20,"Cash Rate Target",0.75
"6574",2019-12-23,"Cash Rate Target",0.75
"6575",2019-12-24,"Cash Rate Target",0.75
"6576",2019-12-27,"Cash Rate Target",0.75
"6577",2019-12-30,"Cash Rate Target",0.75
"6578",2019-12-31,"Cash Rate Target",0.75
"6579",2020-01-02,"Cash Rate Target",0.75
"6580",2020-01-03,"Cash Rate Target",0.75
"6581",2020-01-06,"Cash Rate Target",0.75
"6582",2020-01-07,"Cash Rate Target",0.75
"6583",2020-01-08,"Cash Rate Target",0.75
"6584",2020-01-09,"Cash Rate Target",0.75
"6585",2020-01-10,"Cash Rate Target",0.75
"6586",2020-01-13,"Cash Rate Target",0.75
"6587",2020-01-14,"Cash Rate Target",0.75
"6588",2020-01-15,"Cash Rate Target",0.75
"6589",2020-01-16,"Cash Rate Target",0.75
"6590",2020-01-17,"Cash Rate Target",0.75
"6591",2020-01-20,"Cash Rate Target",0.75
"6592",2020-01-21,"Cash Rate Target",0.75
"6593",2020-01-22,"Cash Rate Target",0.75
"6594",2020-01-23,"Cash Rate Target",0.75
"6595",2020-01-24,"Cash Rate Target",0.75
"6596",2020-01-28,"Cash Rate Target",0.75
"6597",2020-01-29,"Cash Rate Target",0.75
"6598",2020-01-30,"Cash Rate Target",0.75
"6599",2020-01-31,"Cash Rate Target",0.75
"6600",2020-02-03,"Cash Rate Target",0.75
"6601",2020-02-04,"Cash Rate Target",0.75
"6602",2020-02-05,"Cash Rate Target",0.75
"6603",2020-02-06,"Cash Rate Target",0.75
"6604",2020-02-07,"Cash Rate Target",0.75
"6605",2020-02-10,"Cash Rate Target",0.75
"6606",2020-02-11,"Cash Rate Target",0.75
"6607",2020-02-12,"Cash Rate Target",0.75
"6608",2020-02-13,"Cash Rate Target",0.75
"6609",2020-02-14,"Cash Rate Target",0.75
"6610",2020-02-17,"Cash Rate Target",0.75
"6611",2020-02-18,"Cash Rate Target",0.75
"6612",2020-02-19,"Cash Rate Target",0.75
"6613",2020-02-20,"Cash Rate Target",0.75
"6614",2020-02-21,"Cash Rate Target",0.75
"6615",2020-02-24,"Cash Rate Target",0.75
"6616",2020-02-25,"Cash Rate Target",0.75
"6617",2020-02-26,"Cash Rate Target",0.75
"6618",2020-02-27,"Cash Rate Target",0.75
"6619",2020-02-28,"Cash Rate Target",0.75
"6620",2020-03-02,"Cash Rate Target",0.75
"6621",2020-03-03,"Cash Rate Target",0.75
"6622",2020-03-04,"Cash Rate Target",0.5
"6623",2020-03-05,"Cash Rate Target",0.5
"6624",2020-03-06,"Cash Rate Target",0.5
"6625",2020-03-09,"Cash Rate Target",0.5
"6626",2020-03-10,"Cash Rate Target",0.5
"6627",2020-03-11,"Cash Rate Target",0.5
"6628",2020-03-12,"Cash Rate Target",0.5
"6629",2020-03-13,"Cash Rate Target",0.5
"6630",2020-03-16,"Cash Rate Target",0.5
"6631",2020-03-17,"Cash Rate Target",0.5
"6632",2020-03-18,"Cash Rate Target",0.5
"6633",2020-03-19,"Cash Rate Target",0.5
"6634",2020-03-20,"Cash Rate Target",0.25
"6635",2020-03-23,"Cash Rate Target",0.25
"6636",2020-03-24,"Cash Rate Target",0.25
"6637",2020-03-25,"Cash Rate Target",0.25
"6638",2020-03-26,"Cash Rate Target",0.25
"6639",2020-03-27,"Cash Rate Target",0.25
"6640",2020-03-30,"Cash Rate Target",0.25
"6641",2020-03-31,"Cash Rate Target",0.25
"6642",2020-04-01,"Cash Rate Target",0.25
"6643",2020-04-02,"Cash Rate Target",0.25
"6644",2020-04-03,"Cash Rate Target",0.25
"6645",2020-04-06,"Cash Rate Target",0.25
"6646",2020-04-07,"Cash Rate Target",0.25
"6647",2020-04-08,"Cash Rate Target",0.25
"6648",2020-04-09,"Cash Rate Target",0.25
"6649",2020-04-14,"Cash Rate Target",0.25
"6650",2020-04-15,"Cash Rate Target",0.25
"6651",2020-04-16,"Cash Rate Target",0.25
"6652",2020-04-17,"Cash Rate Target",0.25
"6653",2020-04-20,"Cash Rate Target",0.25
"6654",2020-04-21,"Cash Rate Target",0.25
"6655",2020-04-22,"Cash Rate Target",0.25
"6656",2020-04-23,"Cash Rate Target",0.25
"6657",2020-04-24,"Cash Rate Target",0.25
"6658",2020-04-27,"Cash Rate Target",0.25
"6659",2020-04-28,"Cash Rate Target",0.25
"6660",2020-04-29,"Cash Rate Target",0.25
"6661",2020-04-30,"Cash Rate Target",0.25
"6662",2020-05-01,"Cash Rate Target",0.25
"6663",2020-05-04,"Cash Rate Target",0.25
"6664",2020-05-05,"Cash Rate Target",0.25
"6665",2020-05-06,"Cash Rate Target",0.25
"6666",2020-05-07,"Cash Rate Target",0.25
"6667",2020-05-08,"Cash Rate Target",0.25
"6668",2020-05-11,"Cash Rate Target",0.25
"6669",2020-05-12,"Cash Rate Target",0.25
"6670",2020-05-13,"Cash Rate Target",0.25
"6671",2020-05-14,"Cash Rate Target",0.25
"6672",2020-05-15,"Cash Rate Target",0.25
"6673",2020-05-18,"Cash Rate Target",0.25
"6674",2020-05-19,"Cash Rate Target",0.25
"6675",2020-05-20,"Cash Rate Target",0.25
"6676",2020-05-21,"Cash Rate Target",0.25
"6677",2020-05-22,"Cash Rate Target",0.25
"6678",2020-05-25,"Cash Rate Target",0.25
"6679",2020-05-26,"Cash Rate Target",0.25
"6680",2020-05-27,"Cash Rate Target",0.25
"6681",2020-05-28,"Cash Rate Target",0.25
"6682",2020-05-29,"Cash Rate Target",0.25
"6683",2020-06-01,"Cash Rate Target",0.25
"6684",2020-06-02,"Cash Rate Target",0.25
"6685",2020-06-03,"Cash Rate Target",0.25
"6686",2020-06-04,"Cash Rate Target",0.25
"6687",2020-06-05,"Cash Rate Target",0.25
"6688",2020-06-09,"Cash Rate Target",0.25
"6689",2020-06-10,"Cash Rate Target",0.25
"6690",2020-06-11,"Cash Rate Target",0.25
"6691",2020-06-12,"Cash Rate Target",0.25
"6692",2020-06-15,"Cash Rate Target",0.25
