EE,EU,UE,EN,UU,UN,NE,NU,NN,EU_j2j,EU_inv,EU_vol,EMP,UNEMP,NILF,date,,urate,jf rate,sep rate (all),sep rate (vol),vol sep sh,implied urate,vol sep share (including temp jobs)
5846166.956,23942.36363,72304.91298,136194.6452,194592.5333,73720.5565,131265.2149,72834.2723,1695351.028,0,18619.36368,9053.035591,10703539.08,600809.7849,3673460.139,2010.333333,,0.053148553,0.120345765,0.004822215,0.000845798,0.175396245,0.038525945,
5786922.973,22038.20684,60012.04215,148521.1548,162615.6939,66480.71748,116238.8524,73070.67417,1765633.88,0,17655.76063,11164.05674,10719765.24,557167.0206,3741048.74,2010.583333,,0.049407676,0.10770925,0.004744323,0.001041446,0.219514165,0.042189167,
6023171.321,22047.25744,66320.32097,147765.8152,157014.9787,76187.79254,113306.603,76425.47907,1740846.765,0,11906.68408,9492.326361,10862210.29,553746.786,3641483.919,2010.833333,,0.048506383,0.119766512,0.003999763,0.000873885,0.218484275,0.032317068,
5813133.01,30416.59633,78703.89057,144172.7403,185092.2282,66606.46607,157958.9826,106370.321,1679185.197,0,13789.20688,6473.655106,10885586.8,659429.3511,3562911.846,2011.083333,,0.057118097,0.119351513,0.004655648,0.0005947,0.127737259,0.037543379,
6009199.225,22747.86426,63870.80929,132363.8494,169304.8261,62624.0109,123365.6045,68019.78101,1734355.373,0,17311.76404,5593.570399,10929252.84,588203.195,3637908.968,2011.333333,,0.051070583,0.108586301,0.004177156,0.000511798,0.122523077,0.037043529,
5895675.025,29374.59876,57563.95185,154556.813,158289.5686,66053.82108,133364.3053,81235.5499,1775041.96,0,14360.51956,7545.59661,10868231.01,593895.3759,3738340.613,2011.583333,,0.051813717,0.096926082,0.004718405,0.00069428,0.147142968,0.046420668,
5880491.15,25698.94853,61390.74885,149594.6731,177344.5783,73727.24488,115271.6388,75041.97636,1733245.789,0,17126.87363,7065.407283,10959376.86,576382.5798,3720112.56,2011.833333,,0.049964858,0.106510417,0.004552378,0.000644691,0.141616219,0.040989229,
5896360.834,27806.72006,79263.44464,153478.7188,177029.3664,63713.70187,188826.8288,114062.6651,1692931.54,0,19185.16379,8289.480265,10970518.65,695225.4772,3658392.871,2012.083333,,0.059595468,0.114011133,0.005039084,0.000755614,0.149950718,0.042327381,
6075791.818,23044.80287,57719.31019,141068.6124,169535.6053,67858.08101,138370.4438,102918.4446,1747081.165,0,14537.83003,5505.347181,11091503.27,616654.1479,3677332.585,2012.333333,,0.052668761,0.093600782,0.003884774,0.000496357,0.127769906,0.039849737,
5900936.575,27028.52753,52017.31165,174481.9547,173601.7431,80487.93053,145620.8874,83662.62469,1807032.704,0,13379.92713,5284.734716,10973541.4,589167.8916,3877455.712,2012.583333,,0.050954139,0.088289454,0.004163942,0.000481589,0.115656946,0.04503828,
6044609.175,20682.64467,69764.39782,159877.5545,169607.3849,84271.84938,125428.2247,82812.26411,1844634.713,0,17138.01638,5402.301255,11083315.37,585058.2117,3818131.417,2012.833333,,0.050140511,0.119243515,0.003899822,0.000487426,0.124986835,0.031668968,
5859465.271,37062.90246,75678.51656,160144.4225,193383.2151,83240.76354,197443.0834,113725.1739,1664414.968,0,19420.09537,9252.029957,11113690.47,735122.3013,3690698.226,2013.083333,,0.062041853,0.102946838,0.005914779,0.000832489,0.140747335,0.054333011,
4807615.436,22258.36995,55507.052,101490.5471,148487.6926,65897.64875,107313.7063,71155.06957,1405212.757,0,14969.34995,3836.235814,11163320.89,672447.2257,3750840.889,2013.333333,,0.056814836,0.082544845,0.003678471,0.000343646,0.093421,0.042662141,
1991762.237,9599.377497,26489.17232,63316.68715,68384.2916,31013.77817,50070.40705,39914.90816,630860.6103,0,9777.469679,3288.745174,11049201.01,674067.1694,3909954.816,2013.583333,,0.05749823,0.039297526,0.002051333,0.000297646,0.145098576,0.049610393,
5876193.39,27309.03861,63054.2012,149787.1457,210605.9097,84277.96442,116845.0885,79287.94084,1838498.436,0,14740.19475,3334.422409,11126787.44,650840.4073,3889981.153,2013.833333,,0.055260738,0.096881202,0.004078774,0.000299675,0.073471878,0.040399914,
5903174.024,33843.90071,88071.708,131694.7245,219757.1019,71136.70849,183592.2241,133251.2723,1744544.628,0,20028.50466,6076.461046,11135510.53,828439.9874,3755747.479,2014.083333,,0.069244685,0.106310305,0.005383576,0.000545683,0.101360733,0.048199381,
5903714.59,34472.96623,71820.80793,131313.6605,197015.8718,77823.55235,133712.5921,90629.92028,1747550.49,0,16835.27865,7336.84809,11209485.33,711697.5833,3839067.09,2014.333333,,0.059700249,0.100914784,0.005231738,0.000654521,0.125105916,0.049287891,
5816993.537,25365.15408,68673.13059,125246.9832,218794.1277,80009.10054,160953.9075,94148.74659,1742292.292,0,22540.91298,9036.977736,11225190.13,725783.0811,3850231.784,2014.583333,,0.06073004,0.09461936,0.005072791,0.000805062,0.158702046,0.050884559,
6017419.281,19809.66757,77512.09144,146216.7874,211892.9164,91641.19894,161484.3893,90123.64238,1818042.819,0,24296.60398,9455.54828,11233410.65,716206.4365,3890135.916,2014.833333,,0.059935514,0.108225907,0.004768082,0.000841734,0.176535232,0.042197658,
5837534.572,22191.52766,89104.7246,122308.5742,238506.644,72063.77521,172111.0486,123392.6825,1760502.204,0,19458.77011,8844.431852,11382766.47,831030.4607,3677384.074,2015.083333,,0.068040304,0.107221972,0.004436068,0.000777002,0.175155544,0.039729054,
6157171.14,21375.43398,89849.83777,130554.2296,223962.0476,84262.26955,141708.4183,96084.30029,1783377.401,0,22415.32494,11756.8374,11449753.97,725737.4097,3757422.625,2015.333333,,0.059606416,0.123804887,0.004851423,0.00102682,0.211653396,0.037708393,
5733373.291,22187.48669,67106.44229,154126.2238,214192.2839,82280.21841,117106.8963,81987.55661,1643166.21,0,24188.18638,5984.170653,11358230.95,757118.1372,3859444.917,2015.583333,,0.062492474,0.088634044,0.004609859,0.000526858,0.114289315,0.049438718,
6273605.365,25797.13769,65989.11057,131272.7029,232455.476,88902.70489,123579.766,93714.42022,1885836.074,0,20608.26435,10053.35451,11559771.42,684766.792,3768951.784,2015.833333,,0.055924264,0.096367276,0.004884072,0.000869685,0.178065461,0.048237106,
6143443.692,25325.96429,89935.41686,106873.7094,223564.7182,77909.10457,184573.8925,100035.4996,1682214.616,0,18180.03754,10743.25396,11612213.88,780367.5996,3677293.524,2016.083333,,0.062970544,0.115247502,0.004671741,0.000925168,0.198035048,0.038957392,
6320834.847,21749.15577,66063.99721,124645.2024,212137.3991,81742.53743,141441.1122,89635.14347,1744716.597,0,17076.46328,11823.28299,11625416.93,709921.0663,3782544.001,2016.333333,,0.057551813,0.093058229,0.004356739,0.00101702,0.233436116,0.044723502,
6034232.409,27027.72135,77380.07292,159150.9019,218743.55,86897.02913,140843.5138,97658.57279,1853049.831,0,13060.36191,10602.35224,11536428.52,705724.8783,3930117.606,2016.583333,,0.057647119,0.109646231,0.004393945,0.000919032,0.209158831,0.038529801,
6214893.955,21425.91174,67297.00429,134074.4581,190894.3398,75826.61907,160149.7571,97174.29984,1777281.326,0,17550.2019,10664.06867,11671592.89,679185.8022,3870641.306,2016.833333,,0.054991334,0.099084822,0.004253077,0.000913677,0.214827347,0.04115699,
6060981.803,30085.32657,85417.19986,137356.9891,228479.0568,69602.24775,212747.8772,118638.105,1779134.338,0,17056.98532,11217.00336,11723530.81,812847.0145,3751781.18,2017.083333,,0.064839065,0.105083981,0.004977964,0.000956794,0.192205877,0.045228749,
6459102.032,23327.86839,67593.46185,127021.0397,239744.723,83679.60668,134454.3424,87965.72342,1773296.937,0,10057.92721,9955.695846,11859434.38,698514.0031,3783379.617,2017.333333,,0.055623258,0.096767512,0.0036546,0.000839475,0.229703582,0.036392386,
6267569.324,33605.19108,78486.71113,146558.1864,207832.6456,69541.96357,133323.4245,80636.91079,1754743.875,0,14147.51483,17475.34467,11843449.04,708494.0441,3843102.915,2017.583333,,0.056444969,0.110779634,0.005507522,0.001475528,0.267911497,0.047361392,
6543383.336,18443.81374,75744.9583,119643.6377,212627.1606,68897.85047,153926.5082,93800.05718,1828289.291,0,12318.7345,13801.40823,12040686.53,658483.8646,3735687.607,2017.833333,,0.05185251,0.115029331,0.003701114,0.001146231,0.309698898,0.031172411,
6342910.616,28206.62198,87595.76536,133485.5899,226494.3576,84094.84958,211628.2792,121381.6819,1664531.366,0,22439.58162,14240.2176,12092116.44,800527.4194,3602782.144,2018.083333,,0.062091797,0.109422567,0.00536601,0.001177645,0.219463754,0.046746901,
6544564.643,27120.39246,68935.0319,132180.7367,248081.8278,70078.92582,135228.814,84688.28116,1731290.534,0,15889.30846,7889.240051,12130951.39,696506.2404,3720874.373,2018.333333,,0.054298074,0.098972598,0.004195791,0.00065034,0.154998118,0.04066935,
6522062.573,21494.07819,58891.85356,158525.8756,218732.5904,76108.99805,128118.466,78657.9776,1808549.118,0,17029.81733,9789.762426,12097250.79,694222.4689,3812936.741,2018.583333,,0.054272284,0.084831385,0.003993772,0.000809255,0.202629295,0.044962169,
6602992.96,18532.56164,67831.06867,122764.5966,180297.2975,62609.63048,152037.4808,85644.99078,1786739.914,0,17403.70553,9235.561558,12271293.07,627644.5171,3750996.417,2018.833333,,0.048658621,0.108072431,0.003681098,0.000752615,0.204454011,0.032939432,
6500457.697,29429.48196,80377.97183,114803.7167,207668.5718,81691.40015,197633.0635,101587.1285,1723780.919,0,16241.0475,14212.36395,12322065.8,717181.7035,3671876.494,2019.083333,,0.055001771,0.112074766,0.00485981,0.001153408,0.237335959,0.041560074,
6785298.257,22937.53909,64203.57169,124468.9205,223891.0736,83900.53567,126279.1961,78509.34169,1716183.738,0,13633.22384,14465.62514,12415162.69,686399.5835,3653774.725,2019.333333,,0.052390667,0.093536729,0.004110811,0.001165158,0.283437478,0.04209846,
6618538.959,26305.67844,76231.77851,152436.4328,212672.3655,71378.61404,149380.0049,83842.48873,1723307.158,0,18697.12402,15382.66274,12362177.44,707123.9808,3736200.578,2019.583333,,0.054105721,0.107805393,0.004884695,0.001244333,0.254741148,0.043346269,
6657143.581,20914.40976,66359.99964,139352.845,197409.9017,77971.06196,142856.7597,83820.56995,1761018.907,0,15658.5743,10375.87916,12477936.62,646954.1729,3722119.211,2019.833333,,0.049292157,0.102572952,0.00376255,0.000831538,0.221003842,0.035383763,
6788826.106,29450.55095,95713.84772,141972.5844,225911.0003,77387.67922,218368.4856,109104.5611,1710233.92,0,21224.33404,8905.904847,12545120.5,752557.1901,3598915.313,2020.083333,,0.056593129,0.127184816,0.00474932,0.00070991,0.149476113,0.035997658,
6331673.912,46133.33589,79630.91125,289387.443,225723.9707,117997.2409,201356.3514,107916.9499,1934480.354,0,67233.16072,10132.87995,11734495.38,892570.7029,4283063.919,2020.333333,,0.070687102,0.089215242,0.010524473,0.000863512,0.082048025,0.105519379,
6457007.67,26579.855,97073.312,154595.6068,295570.1983,98567.43305,146394.1582,95678.73452,1846670.848,0,30900.67649,4591.237984,12066195.91,913865.9404,3901204.145,2020.583333,,0.070405361,0.106222705,0.00514427,0.000380504,0.073966604,0.04619206,
6759802.491,19638.25702,109392.6944,118759.7891,301613.349,81764.55244,157107.98,109410.3084,1768289.059,0,19676.42,10097.8244,12352873.67,862379.6294,3634790.701,2020.833333,,0.065256383,0.126849813,0.004000081,0.000817447,0.204357685,0.030570002,
6710818.298,24561.43934,122188.4127,118236.5306,312018.7192,81284.22119,212011.7692,119035.168,1706950.95,0,16182.24832,9697.564561,12484766.36,860028.222,3488218.417,2021.083333,,0.064446719,0.142074887,0.004040224,0.000776752,0.192254636,0.027650966,
6908032.295,22110.27468,82162.8826,117234.8465,245614.3312,86923.86414,152895.8769,80776.47745,1673661.264,0,13521.39114,10901.04705,12658196.64,682211.5348,3489682.829,2021.333333,,0.05113873,0.120436079,0.003676093,0.000861185,0.234266312,0.02961912,
6706755.438,37127.72384,60397.1242,251891.7129,184560.9769,79341.97944,170935.7211,68974.41016,1689163.56,0,11315.82586,15237.8223,12426857.16,609922.8397,3788767.001,2021.583333,,0.046784777,0.099024205,0.005124495,0.001226201,0.239282255,0.049203642,
6635592.35,21786.70667,132905.5371,134005.992,149984.1557,51799.17111,308026.386,96177.31963,1660264.675,0,14760.86231,12349.614,12734862.88,583126.3925,3527266.73,2021.833333,,0.043784867,0.227918919,0.003839632,0.000969748,0.252562893,0.016567379,
6772744.937,24471.61467,84856.41943,140692.9997,161727.6639,60424.61134,246880.8351,92184.37649,1626800.449,0,13490.70244,9339.3446,12974159.89,603638.7655,3346269.349,2022.083333,,0.044457779,0.140574834,0.003645836,0.000719842,0.197442209,0.025279568,
7251278.639,24461.18879,69930.58372,140298.213,150359.2582,62202.35005,178878.2058,66955.76241,1625258.844,0,8885.609451,15341.83878,13121046.75,538860.7786,3346697.47,2022.333333,,0.039448347,0.129774863,0.003710728,0.001169254,0.315101012,0.027798717,
6779912.342,17926.96862,51833.41254,167229.855,130516.729,52828.49821,156850.192,57855.73118,1550520.777,0,12275.35291,13833.11892,13097003.92,486641.1259,3524897.952,2022.583333,,0.035825518,0.106512602,0.003362253,0.001056205,0.314136041,0.03060075,
7027708.981,19619.83767,55374.0452,136393.034,123584.7459,58227.25031,169133.6981,59102.60596,1613182.784,0,7780.295086,11509.47198,13313118.38,450212.1943,3454257.429,2022.833333,,0.032710992,0.122995436,0.002922651,0.000864521,0.29580028,0.023210736,
6893272.564,18426.03044,90041.92426,162671.997,142520.6576,54901.87357,274444.5538,83238.66185,1530796.707,0,10904.89993,18080.75681,13409358.13,553718.7457,3389437.128,2023.083333,,0.039655926,0.162613105,0.003535716,0.001348369,0.381356536,0.021280418,
7262988.643,21440.06666,67459.66671,138489.6243,144272.0613,61669.23097,173309.1026,56668.97107,1563746.625,0,11141.01435,16843.15011,13570613.23,501612.1753,3407447.594,2023.333333,,0.035645547,0.134485704,0.003642004,0.001241149,0.340787297,0.026366935,
6944433.795,26192.5294,54412.42311,161152.7736,136572.5123,56690.37852,165532.3231,58843.0494,1593604.902,0,17205.77903,13814.11231,13507048.4,530577.2535,3575677.35,2023.583333,,0.037796795,0.102553253,0.004235746,0.001022734,0.241453029,0.039664625,
7161731.632,23793.26027,74837.48779,134069.0275,149563.2259,54290.32006,174642.4118,73959.20303,1650609.735,0,10526.685,8274.268611,13729078.93,527580.7324,3476402.336,2023.833333,,0.037005915,0.141850305,0.003102482,0.000602682,0.194258043,0.021403394,
