EE,EU,UE,EN,UU,UN,NE,NU,NN,EU_j2j,EU_inv,EU_vol,EMP,UNEMP,NILF,AGE_rb,date,,urate,jf rate,sep rate,vol sep sh,urate impl,urate impl w/o,,,,urate,jf rate,sep rate,vol sep sh,implied urate,urate w/out vol seps,,,urate impl,urate impl w/o,,,,
1930445.529,10235.3917,33268.23804,48056.44398,67951.97668,20396.91503,48961.77882,33375.86321,413014.3361,4389.602643,9109.645385,6780.637758,3050606.581,203629.615,743038.2378,24-34,2003.083333,,0.062573705,0.163376226,0.01000302,0.366054033,0.057694446,0.037364268,,,,,,,,,,,,,,,,,
2868263.728,18103.81043,45264.33689,65381.34278,96056.54811,34959.82002,71818.77501,42140.22886,601476.9893,5928.280911,14450.8587,10411.04907,4037209.277,255982.6873,957283.4859,24-34,2003.333333,,0.05962526,0.176825774,0.012110841,0.334178637,0.06410002,0.043613399,,,,,,,,,,,,,,,,,
2207293.366,6684.42389,32957.10828,62464.84104,68423.25685,26082.21261,55092.57227,31836.45974,462324.4331,1847.626491,4369.802912,4911.615204,3320427.797,175847.5678,839183.6747,24-34,2003.583333,,0.050295686,0.187418619,0.005364811,0.379445569,0.027828176,0.017453191,,,,,,,,,,,,,,,,,
1928310.422,10607.05468,27519.50407,48952.00697,62247.60073,19090.76101,53112.08917,33349.0109,424820.8532,4185.871853,6324.984668,3204.632417,3038203.361,186702.0696,763323.5192,24-34,2004.083333,,0.057893812,0.147397959,0.008005568,0.303854086,0.051514712,0.036432025,,,,,,,,,,,,,,,,,
2857890.583,9473.82258,37915.48954,64776.85483,85264.69046,32057.80325,69303.61383,35581.0895,604112.867,6135.068977,10602.1818,7501.163449,4051231.692,221312.5706,961678.9793,24-34,2004.333333,,0.051798778,0.171320994,0.008321478,0.404489103,0.046322444,0.028112257,,,,,,,,,,,,,,,,,
2136858.961,8722.149639,29169.50579,59223.46813,58175.14767,29730.53429,48635.34207,19906.93317,439699.067,2379.516445,3778.66287,1387.056082,3271540.205,151671.4102,830209.0777,24-34,2004.583333,,0.044306758,0.192320397,0.004972393,0.231541364,0.025203118,0.019481238,,,,,,,,,,,,,,,,,
1071532.874,5547.144004,17688.25939,22775.78615,26950.25368,4164.826039,27763.41927,10243.21085,224100.8232,2621.582491,2817.434094,2470.403288,2200956.615,120783.2851,513739.0996,24-34,2005.083333,,0.052022746,0.146446252,0.006113961,0.378401635,0.040075727,0.025294592,,,,,,,,,,,,,,,,,
1148334.697,5734.175433,12162.76935,23044.85646,27432.33394,9523.926579,16832.44265,11310.44487,214269.7595,486.0379925,4339.792463,2691.545843,2213353.948,114273.5623,506709.4898,24-34,2005.333333,,0.049094437,0.106435549,0.005987091,0.239789566,0.053255208,0.04100885,,,,,,,,,,,,,,,,,
1124465.825,2737.511863,9444.949022,27293.57988,29584.77597,13131.47668,18946.07889,13400.88674,222447.3759,2052.139201,2745.403357,2951.376573,2206341.626,105435.5761,522078.798,24-34,2005.583333,,0.045608018,0.089580286,0.004752859,0.477141916,0.050383767,0.026992464,,,,,,,,,,,,,,,,,
1358586.53,4931.979397,14910.47236,33438.3637,23727.05316,12710.42411,34502.15951,14467.60211,240201.3159,3416.825437,3854.191608,3829.790743,2459285.797,101345.3929,553604.7647,24-34,2006.833333,,0.039578286,0.14712531,0.006519286,0.451987299,0.042430948,0.023707364,,,,,,,,,,,,,,,,,
2012824.204,11083.59564,29165.00853,50737.883,38392.81145,16837.32633,64101.58419,34959.48787,375885.716,4560.454552,6165.288922,6348.099191,3199100.2,165236.5977,691458.285,24-34,2007.083333,,0.049114167,0.176504533,0.008801674,0.387412861,0.047498001,0.029642119,,,,,,,,,,,,,,,,,
3038966.103,8692.923143,34554.90042,73975.09996,72217.75503,29512.58717,74213.55628,31321.28807,554790.737,6856.565697,6022.495189,5284.097363,4186597.192,177674.6307,896166.6227,24-34,2007.333333,,0.040711174,0.194484155,0.006414776,0.452063832,0.031930362,0.017752043,,,,,,,,,,,,,,,,,
2239827.645,6543.581375,21050.63124,58646.71533,36933.70364,19416.0217,44911.44902,23123.54666,413879.7629,2491.939203,6330.217644,6059.564969,3451959.713,132382.0872,757743.6456,24-34,2007.583333,,0.036933444,0.159014197,0.006206707,0.399131069,0.037566113,0.022915907,,,,,,,,,,,,,,,,,
2141748.648,10873.63902,26749.83776,50826.00745,42328.7246,15077.68465,60676.08208,26394.58235,362349.5198,3692.263658,6076.035185,6829.116859,3260782.135,143383.0976,662545.5248,24-34,2008.083333,,0.0421199,0.186562002,0.008424683,0.382998783,0.043206451,0.027107,,,,,,,,,,,,,,,,,
3295232.519,4472.723759,42106.2967,80986.82877,61117.33372,33309.54959,68397.23704,34604.29424,541565.1855,4709.213129,11270.91874,6187.581668,4362512.806,164808.0625,873547.0045,24-34,2008.333333,,0.036403,0.255486874,0.006106673,0.409032129,0.023344125,0.013928626,,,,,,,,,,,,,,,,,
2202247.107,5371.195454,24116.03451,41785.74262,66078.09932,19273.09347,48780.38203,29095.20077,403822.5515,5495.393659,11970.73409,4265.535452,3331189.755,205979.8628,705157.421,24-34,2009.083333,,0.058232962,0.117079574,0.00813609,0.360143896,0.064976613,0.042571905,,,,,,,,,,,,,,,,,
3154604.362,13594.70142,37864.49958,68331.71094,104650.7489,30394.91804,60338.65479,43995.98626,564130.9042,5213.968448,17811.42808,5709.622101,4394504.563,260349.4955,925467.7302,24-34,2009.333333,,0.055930754,0.145437192,0.009632421,0.258059598,0.062116757,0.046837732,,,,,,,,,,,,,,,,,
2241156.218,9513.393147,32178.55052,70922.84938,64017.75975,30295.10738,70993.60404,34922.76839,409238.1771,4985.326072,4744.245657,3736.412907,3427342.907,189064.5913,767406.9039,24-34,2010.083333,,0.05227967,0.170198715,0.006704721,0.379546351,0.037900456,0.023858683,,,,,,,,,,,,,,,,,
3275923.124,9152.071544,39883.59895,78019.48709,118044.3487,40366.62817,65908.34042,38725.81474,597836.6358,6456.806528,13435.4859,6486.476706,4445221.149,257041.2431,985187.1258,24-34,2010.333333,,0.054663313,0.1551642,0.007993042,0.364283056,0.04898981,0.031709546,,,,,,,,,,,,,,,,,
2430752.847,3714.819733,24415.96742,53296.16457,69598.6953,25656.63948,40629.20274,31960.26565,443594.6106,4442.548864,9157.03761,2808.056263,3694925.959,175417.0935,823563.7232,24-34,2010.583333,,0.045323397,0.139188074,0.005445972,0.360323948,0.037653457,0.024417295,,,,,,,,,,,,,,,,,
1977221.452,8540.196126,23447.95526,45577.08919,43922.53406,26433.30474,29162.76089,20751.90849,367853.5091,5560.495368,4359.147529,4607.212168,3127515.963,151069.0208,688317.4075,24-34,2010.833333,,0.046077506,0.155213525,0.007375518,0.440789221,0.045362948,0.025885034,,,,,,,,,,,,,,,,,
2272815.183,9437.976874,34243.18003,53669.01198,48455.16007,23598.76816,58725.16708,31822.20472,409857.6481,2456.106369,5881.281799,6538.974151,3524851.693,176762.5318,748097.6166,24-34,2011.083333,,0.047752824,0.1937242,0.006897975,0.369949619,0.034382915,0.02194207,,,,,,,,,,,,,,,,,
3422699.407,9350.999983,35678.42247,74000.75301,77365.53686,28793.14492,66686.40273,39959.1034,576575.3353,6687.762343,11015.74732,8582.928442,4653400.856,219873.0033,944585.4203,24-34,2011.333333,,0.04511813,0.162268318,0.007658364,0.428501363,0.045068638,0.026263872,,,,,,,,,,,,,,,,,
2537663.63,4855.966151,24955.36755,65754.21225,57154.35664,24139.59134,52934.18783,35458.11471,489378.1347,4670.354093,6176.120747,4449.899265,3798587.664,181069.5325,839575.2739,24-34,2011.583333,,0.045498776,0.137822013,0.005305219,0.452565471,0.037066456,0.020637654,,,,,,,,,,,,,,,,,
1963938.246,8568.872821,19778.2703,52621.55184,52077.97191,17214.19708,38848.42861,19509.04684,344114.3006,3840.234752,5540.071027,1715.900163,3244449.779,153499.9959,704131.9804,24-34,2011.833333,,0.045174298,0.12884867,0.006061144,0.282538147,0.04492738,0.032648106,,,,,,,,,,,,,,,,,
2348047.407,7277.540189,38411.61155,64422.59034,61206.50109,24317.90233,79237.23486,37699.97881,416792.0169,4010.945061,10129.52135,7119.695015,3627993.305,190290.1376,785977.6903,24-34,2012.083333,,0.049836567,0.201858131,0.007865974,0.390032814,0.037506295,0.023217247,,,,,,,,,,,,,,,,,
3504114.948,10794.39592,43400.01858,82234.0094,81631.0592,38478.10487,76511.75675,49757.55183,617321.6103,5333.168303,8438.750717,8045.737294,4741714.197,224614.7972,997671.5947,24-34,2012.333333,,0.045227531,0.193219766,0.006877693,0.41024421,0.034371713,0.020560841,,,,,,,,,,,,,,,,,
2105066.94,13405.09246,28815.97237,64916.2546,50681.89733,23491.29664,60939.5221,36771.42489,372099.913,3980.015582,5055.950169,6227.186151,3419992.203,193688.2165,749979.1793,24-34,2013.083333,,0.053598601,0.148775041,0.008382547,0.356045581,0.053338479,0.035012469,,,,,,,,,,,,,,,,,
3192775.76,13178.98541,43211.61372,72901.1297,97783.86669,41407.16942,84058.08957,44982.84845,594904.0539,3496.484415,11931.7358,9665.096901,4862553.875,283435.621,1045529.748,24-34,2013.333333,,0.055078935,0.152456539,0.007870823,0.343893115,0.049092203,0.03276285,,,,,,,,,,,,,,,,,
895111.4995,2322.326353,16610.08686,32325.6443,35534.19794,12821.36184,15706.41119,15185.7211,195276.4954,1701.838092,3655.065733,3424.678767,3076239.206,179546.6979,725454.5435,24-34,2013.583333,,0.055146961,0.092511236,0.003609573,0.46168578,0.037552459,0.020571683,,,,,,,,,,,,,,,,,
3928281.267,22697.44537,49105.18732,108243.5192,121411.7455,38247.04848,105023.2704,56179.88651,720095.6943,6132.702933,14518.33807,6164.403469,5429434.048,306654.2202,1173415.082,24-34,2014.333333,,0.053460513,0.16013211,0.009119346,0.248361718,0.05388046,0.041047913,,,,,,,,,,,,,,,,,
3666425.588,18182.21845,47566.17226,77062.09842,124050.5934,40978.54577,96445.8347,45079.27865,687533.9184,5581.429621,17479.12783,7142.395901,5141619.438,299452.2663,1124727.825,24-34,2014.583333,,0.05503553,0.158843921,0.009410493,0.262969522,0.055930138,0.04183756,,,,,,,,,,,,,,,,,
1816020.055,9003.443554,12517.96483,46061.07396,53701.43934,20532.88411,44725.62797,21751.82802,307561.513,2782.156249,5712.373474,4280.491546,3134047.058,183645.0556,678084.9145,24-34,2016.333333,,0.055353254,0.068163909,0.006948991,0.324295025,0.092513949,0.064445621,,,,,,,,,,,,,,,,,
1717957.891,10962.60504,26801.50701,46694.67109,54074.59491,16414.88823,40014.7676,21879.99003,297087.0329,4441.384687,3853.387344,4018.451785,3179524.16,180988.8842,672155.1375,24-34,2017.583333,,0.053857516,0.148083719,0.007320538,0.36346016,0.047106422,0.030507441,,,,,,,,,,,,,,,,,
1856383.126,4991.841301,26539.7603,30605.87003,54523.43006,20628.16439,60611.29381,31605.20915,271506.546,4788.139456,4194.551825,3513.744815,3365118.252,192208.5337,613338.5038,24-34,2018.083333,,0.054031734,0.13807795,0.005196928,0.474711379,0.03627243,0.019387324,,,,,,,,,,,,,,,,,
1973905.734,5597.578983,15684.29801,52431.60635,62462.11289,14754.25742,45981.0263,19524.01095,299971.1266,3856.378917,3352.986043,1820.287758,3359653.305,171787.9512,650248.3218,24-34,2018.333333,,0.048645281,0.091300338,0.004353792,0.388088928,0.045515986,0.028352562,,,,,,,,,,,,,,,,,
2140013.27,7452.622032,20650.55209,54703.42166,56811.32071,20838.87338,81095.93324,31922.66227,785901.9986,1540.55773,10353.47962,4736.046695,7264752.844,383142.7811,2890973.423,35-64,2001.083333,,0.050097805,0.053897798,0.003315007,0.260627041,0.057941696,0.043497385,,,,,,,,,,,,,,,,,
6892158.957,24809.91596,53307.91978,175064.7643,217933.5387,77254.4089,160597.7136,70328.26467,2479780.771,6528.980423,23024.6452,6732.945672,9493749.332,482326.3399,3685513.318,35-64,2001.333333,,0.048348304,0.110522514,0.006435443,0.21706528,0.055023562,0.04360061,,,,,,,,,,,,,,,,,
5642819.898,17033.60285,48652.75052,145722.6122,155316.6457,52862.75237,119877.4423,63734.31833,1987638.246,4790.09869,22345.32475,2234.104701,7990832.245,387905.4316,3128311.898,35-64,2001.583333,,0.046296405,0.125424257,0.005807046,0.151373479,0.044250464,0.037805351,,,,,,,,,,,,,,,,,
4503451.089,17807.16491,45632.20546,111362.1385,125136.9655,44152.90725,100039.9485,44016.45778,1609820.287,2238.495586,14621.31213,5375.762623,6843448.058,323115.2668,2653945.489,35-64,2001.833333,,0.045086501,0.14122578,0.005851251,0.190153299,0.039783584,0.032464195,,,,,,,,,,,,,,,,,
5101639.114,16881.03795,56951.46287,99130.88218,155376.3563,51401.21385,150349.9103,63720.84467,1854108.4,4230.032232,18354.64675,3919.75429,7545539.488,392176.6198,2934811.011,35-64,2002.083333,,0.049406733,0.145218914,0.005749817,0.187845984,0.038086145,0.031154707,,,,,,,,,,,,,,,,,
7311509.045,26151.72389,64050.63038,157293.7895,207220.3077,63964.26263,131742.8084,78631.38749,2592323.604,4782.283514,20179.23243,6909.95326,9739991.066,448644.9362,3732006.467,35-64,2002.333333,,0.044033857,0.142764635,0.005957212,0.201509709,0.040056066,0.032244649,,,,,,,,,,,,,,,,,
5716309.502,19731.69817,43254.27996,125942.9743,127321.1978,51189.75481,100644.9989,49552.21817,1982412.304,6572.931605,19930.82175,6072.844427,8181239.295,343819.2881,3133979.252,35-64,2002.583333,,0.040330431,0.125805275,0.006393689,0.241754693,0.048364135,0.037105728,,,,,,,,,,,,,,,,,
4276750.941,14879.53208,36014.35657,92487.18163,94007.32004,35476.65661,98309.27885,46515.38215,1502110.602,3160.389628,10160.46966,2392.993389,6895477.266,285372.9225,2558457.89,35-64,2002.833333,,0.039740827,0.126201029,0.004436732,0.181522347,0.033962095,0.027969645,,,,,,,,,,,,,,,,,
5080641.65,19581.10372,54172.90661,109222.1882,140120.9598,38633.15565,169129.9337,66065.77256,1734974.951,2485.393715,11340.33212,4812.957262,7710241.568,365070.2679,2783002.476,35-64,2003.083333,,0.045208194,0.148390355,0.004957015,0.190957396,0.032325403,0.026315065,,,,,,,,,,,,,,,,,
7380505.591,30058.35397,63882.53737,174714.7064,180560.6893,67678.99775,149405.6708,74499.09791,2429291.515,6315.839553,18182.01595,7769.43903,10037260.65,439721.5329,3643641.465,35-64,2003.333333,,0.041970247,0.145279529,0.006209428,0.225994898,0.040989312,0.032022574,,,,,,,,,,,,,,,,,
4717999.653,14952.59148,44076.1833,109336.6782,107266.0527,41374.29608,97842.67605,40337.44895,1596267.172,1876.826388,13097.42068,2162.647069,7175319.369,279515.717,2691080.069,35-64,2003.833333,,0.037494554,0.157687674,0.004472203,0.125881527,0.027578974,0.024191275,,,,,,,,,,,,,,,,,
5288598.224,20793.518,42301.21734,109088.6604,132291.3787,39464.35706,156011.2009,68948.85138,1898700.959,6264.36705,13601.34127,8201.111927,7836369.26,368938.1461,2939161.27,35-64,2004.083333,,0.044963355,0.114656665,0.006235073,0.296057692,0.051575679,0.036869273,,,,,,,,,,,,,,,,,
7630956.484,19146.74785,59209.76707,161516.7869,180076.7436,74057.54438,160111.0771,66709.4087,2592762.429,5419.633147,14852.49345,3973.147543,10212333.23,387764.9513,3775831.711,35-64,2004.333333,,0.03658126,0.152694994,0.004248982,0.21646331,0.027073242,0.021337926,,,,,,,,,,,,,,,,,
5829228.571,11157.60418,38417.04646,134148.1832,143218.2813,35734.54758,119637.514,51577.74929,1985140.977,6695.735265,10067.33837,4761.700571,8559177.096,327754.745,3174789.519,35-64,2004.583333,,0.036880529,0.117212785,0.003818402,0.350569218,0.031548909,0.020717975,,,,,,,,,,,,,,,,,
4263779.195,9461.976645,30289.86689,84875.02699,85443.94553,32372.72415,75645.43,41354.24186,1383400.355,4877.256965,4933.86301,3367.944273,6746488.069,241035.4397,2449123.456,35-64,2004.833333,,0.034495117,0.125665616,0.003355974,0.364170591,0.026010952,0.016696686,,,,,,,,,,,,,,,,,
3000052.964,8503.978381,21149.52527,54630.62906,64540.70608,15794.35628,86905.96137,38901.70573,1024416.951,2431.222363,7756.008467,1886.896043,5607338.636,231250.2255,2036180.138,35-64,2005.083333,,0.039607212,0.091457317,0.003669852,0.209840428,0.038578383,0.030731863,,,,,,,,,,,,,,,,,
3126420.434,7512.888108,25471.84115,54638.56674,59536.58749,21333.65069,57986.98277,28319.24814,990491.3872,2142.909606,3413.117117,1836.069846,5698466.984,211539.8294,1997999.186,35-64,2005.333333,,0.0357935,0.120411561,0.002615613,0.266956293,0.02126045,0.015673797,,,,,,,,,,,,,,,,,
3126776.835,6810.318265,24068.24366,70434.34674,51895.59875,23821.20396,50570.79251,28755.31045,999580.5062,1218.847718,7466.84548,1759.083027,5742967.034,194494.9941,2005645.971,35-64,2005.583333,,0.032757261,0.123747368,0.003004561,0.172582697,0.023704262,0.019693883,,,,,,,,,,,,,,,,,
3258542.911,6442.642441,22499.60561,64972.82489,61816.34639,25729.29084,59135.60187,22455.49746,985784.5315,1893.29738,6505.775303,1574.611077,5782721.25,190206.2933,2009220.457,35-64,2005.833333,,0.031844735,0.118290542,0.002838858,0.211247536,0.023436575,0.018577633,,,,,,,,,,,,,,,,,
3103180.51,9940.079635,30408.03678,65480.93863,62378.35078,20259.03679,93354.80713,35487.63957,1009934.368,3670.147204,6133.696413,2757.616024,5775025.438,230452.1317,2016008.431,35-64,2006.083333,,0.038373656,0.131949471,0.003896353,0.285658823,0.028682172,0.020658115,,,,,,,,,,,,,,,,,
3197797.585,7637.268571,23811.26968,57282.73356,63779.72121,20003.63647,56132.48001,25355.08581,990100.1245,2446.720074,5239.911948,2448.92308,5875064.854,204368.5749,1979491.571,35-64,2006.333333,,0.033616385,0.116511404,0.003025128,0.275456688,0.025307143,0.01846484,,,,,,,,,,,,,,,,,
3244835.057,6432.877008,19392.2911,73877.43058,59798.26904,19994.15085,66685.20167,25570.46321,941561.7706,2470.800363,5020.900066,3404.342912,5907757.52,192327.0674,1998246.412,35-64,2006.583333,,0.03152859,0.100829755,0.002933248,0.339036891,0.028268731,0.018865397,,,,,,,,,,,,,,,,,
3913237.29,8643.881729,26072.69193,90653.72204,51861.15877,27889.32136,82506.47758,32426.79268,1140856.22,3134.441194,4921.646703,2947.391807,6587621.986,189941.3197,2178381.876,35-64,2006.833333,,0.028025016,0.137267088,0.002982466,0.309549607,0.021265425,0.014780014,,,,,,,,,,,,,,,,,
5891287.069,16789.74461,60190.04528,140033.4984,91224.71767,32224.08574,189056.8905,75726.14217,1715938.101,6073.518546,17251.14609,6155.553721,8674211.12,321599.1259,2748852.306,35-64,2007.083333,,0.035749879,0.18715861,0.005334198,0.264298294,0.027711157,0.020537563,,,,,,,,,,,,,,,,,
8420282.813,20439.64776,60657.55427,171350.0628,143841.535,58552.85236,184905.6918,65820.51658,2319235.842,6865.019589,17242.41701,8532.537043,11225583.52,341397.01,3439044.579,35-64,2007.333333,,0.029514791,0.177674533,0.004728451,0.290084146,0.025923101,0.018542659,,,,,,,,,,,,,,,,,
5296855.339,11038.69345,39315.1191,113659.3756,59636.57217,38101.70491,113202.9819,39609.71537,1489209.723,6570.632364,7374.076653,3725.162652,8050412.307,219183.4847,2509217.615,35-64,2007.833333,,0.02650474,0.17937081,0.003566099,0.358631474,0.019493599,0.012590602,,,,,,,,,,,,,,,,,
6095173.404,22146.73811,47284.13646,130487.4393,93453.4027,41840.28795,166171.0015,66886.58956,1712394.409,3760.333324,6945.147361,6402.193601,8628404.65,276590.9824,2710566.055,35-64,2008.083333,,0.031060204,0.170953283,0.00454944,0.25888878,0.025922335,0.019341132,,,,,,,,,,,,,,,,,
8865049.012,27020.10297,71401.11962,177103.6094,146221.9624,65777.79383,173041.1749,79418.83628,2346114.637,8497.043071,20112.20915,8524.308567,11482796.56,365614.8491,3417124.042,35-64,2008.333333,,0.03085771,0.195290535,0.005586937,0.265321583,0.027812662,0.020585267,,,,,,,,,,,,,,,,,
5583817.633,10604.92134,43040.61708,125806.1591,75241.1475,38300.02485,112007.3943,41542.33424,1494564.368,8194.568386,13005.63115,4397.806286,8377050.962,235770.4367,2549555.334,35-64,2008.833333,,0.027374356,0.18255307,0.004321679,0.347827528,0.023126074,0.015204492,,,,,,,,,,,,,,,,,
8782184.168,24057.25015,69278.1392,157592.6713,211075.1288,68584.2913,170534.9691,81297.00874,2140729.899,4879.40845,43454.1506,7030.637976,11731183.13,504302.2659,3283462.711,35-64,2009.333333,,0.041216368,0.137374237,0.006770114,0.149960078,0.046967598,0.040207526,,,,,,,,,,,,,,,,,
7035998.269,17572.31106,53688.49562,167804.9813,166923.581,50521.91425,105666.7956,63155.77491,1808163.915,4158.418905,26805.34332,1373.173507,9877854.828,393725.1426,2950356.516,35-64,2009.583333,,0.038331507,0.136360343,0.00505264,0.110833017,0.035729677,0.031895958,,,,,,,,,,,,,,,,,
5513623.673,11820.62101,40277.37216,100834.5463,125737.5083,49502.7119,100006.2982,41238.45123,1423551.563,3893.151424,12667.82492,1930.412872,8218492.747,304311.6827,2461766.765,35-64,2009.833333,,0.035705581,0.132355655,0.003688269,0.192120689,0.027110867,0.022016986,,,,,,,,,,,,,,,,,
6419712.24,23613.85255,64706.7589,129425.8227,135256.8459,42579.10319,167571.7315,81658.17455,1638628.666,8269.007904,19381.76113,6766.918289,9176439.813,396075.1163,2675682.442,35-64,2010.083333,,0.041376286,0.163369917,0.006323971,0.259099211,0.037266935,0.027880309,,,,,,,,,,,,,,,,,
8855224.116,25860.19423,75088.63308,181319.1096,183949.4237,71301.1204,190360.3494,69627.23082,2221057.617,10986.60503,18824.39178,9137.627375,11885216.12,419689.9602,3380764.566,35-64,2010.333333,,0.034107531,0.178914533,0.005452894,0.310516885,0.029576231,0.020581329,,,,,,,,,,,,,,,,,
7235475.701,14259.28978,53841.5962,128617.2278,137644.5942,47033.78932,110090.685,45933.49522,1866403.665,8091.01284,19657.36519,1931.829282,10119343.04,332145.4163,2919915.418,35-64,2010.583333,,0.031779724,0.162102481,0.004342129,0.228105527,0.026087534,0.020257369,,,,,,,,,,,,,,,,,
5840757.496,15980.42586,39109.06912,122529.1992,99280.21063,39194.60946,100238.0931,45255.13345,1451372.122,2786.414373,10294.93597,4524.106585,8664377.699,274802.2637,2465604.821,35-64,2010.833333,,0.030741328,0.142317129,0.003876318,0.217666482,0.026514991,0.020863981,,,,,,,,,,,,,,,,,
6513839.98,17312.49705,61182.88988,130130.0789,117124.8314,43149.23693,165287.8293,70935.83541,1671832.941,6105.343029,13107.73029,5819.005541,9469616.092,338017.9263,2722788.114,35-64,2011.083333,,0.034464778,0.181004867,0.004471625,0.281602739,0.024108853,0.017438123,,,,,,,,,,,,,,,,,
9166818.928,26004.56797,68060.51735,176171.3997,190652.9719,64573.48205,166238.0628,76116.32999,2280078.987,8539.430165,20659.74215,5626.283965,12095029.46,443386.5366,3378174.674,35-64,2011.333333,,0.035362245,0.153501543,0.005029341,0.232873722,0.031724675,0.024517967,,,,,,,,,,,,,,,,,
7316071.515,20130.24071,49913.5367,139969.4141,142157.6208,50496.9398,119240.6441,58127.09069,1852737.142,2641.200814,15493.75546,9668.72179,10226347.1,369519.3371,2940917.021,35-64,2011.583333,,0.034873914,0.135076927,0.004687296,0.25681027,0.033537168,0.025141011,,,,,,,,,,,,,,,,,
5691085.936,15686.15651,47530.73867,112541.3319,125301.1517,40692.28511,104268.364,43114.05274,1435773.495,4875.865238,14417.30039,5077.755426,8654650.022,307068.9243,2496775.584,35-64,2011.833333,,0.034264512,0.154788502,0.004628388,0.248485942,0.029033234,0.021977437,,,,,,,,,,,,,,,,,
6540167.92,17619.39375,56302.88389,130819.8796,128850.4036,44287.47635,179969.1496,84566.1695,1615218.306,5749.699633,15998.79862,6420.563685,9449820.1,386048.3408,2697483.008,35-64,2012.083333,,0.039249035,0.145844129,0.004845431,0.265793269,0.032155057,0.023811971,,,,,,,,,,,,,,,,,
9171014.504,20398.56389,75851.67504,182682.0719,183706.7658,60718.03176,185234.4152,94350.85049,2169182.026,4863.246624,25695.6494,3820.418887,12204901.87,444356.0365,3310029.334,35-64,2012.333333,,0.03512902,0.170700224,0.004488187,0.158525042,0.025619199,0.021645824,,,,,,,,,,,,,,,,,
7306766.244,12440.04084,33304.53146,157275.8396,157362.8378,58784.92897,134471.6058,60175.79231,1816892.862,4690.032136,15726.90551,3581.893452,10284679.34,366808.3935,2934147.559,35-64,2012.583333,,0.034437292,0.090795445,0.003543025,0.227008278,0.03755652,0.029280514,,,,,,,,,,,,,,,,,
5797670.629,12856.40906,47972.34707,116005.3113,113048.5521,42169.91279,107226.2382,45940.42581,1525957.922,4377.443225,13236.43131,3909.316296,8710944.552,301541.362,2548833.862,35-64,2012.833333,,0.033458178,0.159090437,0.003946713,0.241037113,0.024207447,0.018480385,,,,,,,,,,,,,,,,,
5795463.998,23575.75734,55989.31824,100967.447,133513.0722,49625.39376,174039.961,69089.60819,1557433.551,4663.81285,14844.87988,5176.077651,8850122.428,382788.4065,2597157.739,35-64,2013.083333,,0.041459125,0.146267017,0.005453092,0.203891067,0.035941785,0.02882481,,,,,,,,,,,,,,,,,
8435982.925,32287.56219,75336.94362,173483.8013,193395.5472,77118.05045,182301.1086,97077.7891,2233153.039,8101.125574,23403.04168,4144.993137,12244423.66,520120.894,3624176.729,35-64,2013.333333,,0.040747313,0.144845063,0.005548381,0.18025772,0.036892437,0.030444752,,,,,,,,,,,,,,,,,
2445528.745,4015.369734,21069.81919,56578.11268,58634.96517,19724.98662,50111.31492,37535.88258,690876.076,2620.528311,12189.67235,1892.007703,7865673.087,333169.9727,2431315.141,35-64,2013.583333,,0.040636218,0.063240451,0.002633923,0.217811947,0.039984033,0.0315498,,,,,,,,,,,,,,,,,
7014596.8,19276.20599,79761.50834,125934.5877,188559.6012,53072.04503,196496.0281,106323.4374,1917651.576,4508.390989,26893.56412,7603.73375,10031363.28,512371.5427,2999726.393,35-64,2014.083333,,0.048594881,0.15567123,0.005809968,0.20781968,0.03597922,0.028716751,,,,,,,,,,,,,,,,,
10351668.54,34047.06067,101763.2775,206067.5837,266818.8951,97068.32214,187195.1714,109789.7826,2739710.491,6601.713703,35440.55333,15653.7361,13450793.11,596259.7166,3992809.859,35-64,2014.333333,,0.042447318,0.170669382,0.006820643,0.24258455,0.03842832,0.029380088,,,,,,,,,,,,,,,,,
9728942.107,22808.02583,95361.97451,172402.9463,268173.0556,86228.13219,206420.7631,110394.3374,2577693.245,7092.72863,27086.45679,5604.465778,13174242.3,585525.5251,3810107.174,35-64,2014.583333,,0.042553445,0.162865615,0.004751065,0.202857552,0.02834482,0.02272553,,,,,,,,,,,,,,,,,
7718794.879,17232.19583,67134.3585,166846.2149,194967.0945,67390.34088,185484.505,70768.25317,2094193.363,6650.410518,22156.50118,7629.669989,10725821.81,456319.8425,3228205.349,35-64,2014.833333,,0.040807911,0.147121278,0.005003698,0.266077991,0.032892024,0.024353317,,,,,,,,,,,,,,,,,
7496621.832,26788.39676,86266.19684,115137.5013,195117.657,53766.94701,199398.0365,102031.1292,2066737.991,5982.424651,23096.58377,6854.575478,10676723.97,509117.9864,3100111.058,35-64,2015.083333,,0.045514498,0.169442446,0.005874647,0.204665095,0.033508693,0.026834667,,,,,,,,,,,,,,,,,
9867234.041,29150.42739,110386.5091,159834.2457,255870.8803,82076.3604,200007.6172,110722.4421,2598238.478,12146.77578,26236.81769,6805.5114,13108112.5,591696.0402,3759008.978,35-64,2015.333333,,0.043190096,0.186559486,0.005671261,0.254942244,0.029502364,0.022147545,,,,,,,,,,,,,,,,,
9605641.526,30472.76366,80517.17858,201669.3091,284360.4842,92196.06124,175922.4241,92076.90171,2478826.676,7528.34657,42867.00834,7435.043501,13131429.95,640665.3148,3783467.582,35-64,2015.583333,,0.046519088,0.125677443,0.006724566,0.169454748,0.050789,0.042548756,,,,,,,,,,,,,,,,,
